t,ax,ay,az
1708857504396233,-0.0637207,-1.12573,0.0307617
1708857504400183,-0.046875,-0.876221,0.0686035
1708857504404091,-0.046875,-0.876221,0.0754395
1708857504408024,-0.0478516,-1.05176,0.0754395
1708857504411963,-0.0522461,-1.10083,0.0664062
1708857504415864,-0.0522461,-1.10083,0.0695801
1708857504419823,-0.050293,-0.980469,0.0695801
1708857504423754,-0.00415039,-1.08813,0.0822754
1708857504427663,-0.00415039,-1.08813,0.0664062
1708857504431614,-0.0378418,-1.01538,0.0664062
1708857504435519,-0.0322266,-1.04248,0.0734863
1708857504439440,-0.0322266,-1.04248,0.0749512
1708857504443376,-0.0437012,-1.00366,0.0749512
1708857504447370,-0.00732422,-0.938721,0.0563965
1708857504451359,-0.0698242,-0.938721,0.0563965
1708857504455241,-0.0544434,-1.05029,0.0522461
1708857504459166,-0.0544434,-1.03271,0.0859375
1708857504463096,-0.0786133,-1.03271,0.0859375
1708857504467064,-0.0727539,-1.07666,0.0683594
1708857504470992,-0.0727539,-1.18677,0.0397949
1708857504474929,-0.108643,-1.18677,0.0397949
1708857504478881,-0.0102539,-0.994629,0.0961914
1708857504482839,-0.0102539,-1.18579,0.0256348
1708857504486767,-0.0532227,-1.18579,0.0256348
1708857504490743,-0.0266113,-0.966064,0.0932617
1708857504494659,-0.0266113,-0.938477,0.083252
1708857504498550,-0.0283203,-1.12598,0.083252
1708857504502494,-0.102539,-1.10718,0.0483398
1708857504506407,-0.102539,-1.12329,0.0825195
1708857504510343,-0.0617676,-0.998291,0.0825195
1708857504514355,-0.103271,-1.15967,0.0297852
1708857504518348,-0.103271,-1.18628,0.088623
1708857504522293,-0.0793457,-0.873779,0.088623
1708857504526239,-0.0671387,-1.02759,0.102539
1708857504530166,-0.0671387,-1.02051,0.0539551
1708857504534115,-0.10498,-1.02051,0.0539551
1708857504538033,-0.0710449,-0.813721,0.0754395
1708857504541952,-0.0710449,-0.813721,0.0625
1708857504545858,-0.0703125,-1.07812,0.0625
1708857504549810,-0.0742188,-0.839844,0.0661621
1708857504553755,-0.0742188,-0.839844,0.0668945
1708857504557727,-0.107422,-1.11499,0.0668945
1708857504561633,-0.129395,-1.06763,0.059082
1708857504565567,-0.129395,-1.06763,0.012207
1708857504569511,-0.105957,-0.970459,0.074707
1708857504573447,-0.0861816,-1.17969,0.0612793
1708857504577406,-0.0861816,-1.17969,0.0170898
1708857504581349,-0.0666504,-0.874512,0.0795898
1708857504585282,-0.0742188,-1.11865,0.0668945
1708857504589220,-0.0742188,-1.11865,0.076416
1708857504593138,-0.103027,-1.11328,0.076416
1708857504597073,-0.107422,-0.958008,0.109375
1708857504601030,-0.0449219,-0.958008,0.109375
1708857504604928,-0.0935059,-1.0437,0.0383301
1708857504608875,-0.0935059,-0.894043,0.0612793
1708857504612809,-0.115723,-0.894043,0.0612793
1708857504616770,-0.0888672,-1.07422,0.095459
1708857504620755,-0.0888672,-1.17676,0.0473633
1708857504624732,-0.172607,-1.17676,0.0473633
1708857504628663,-0.143555,-1.06177,0.0517578
1708857504632639,-0.143555,-1.13721,0.0646973
1708857504636558,-0.0791016,-1.13721,0.0646973
1708857504640479,-0.0759277,-0.994385,0.0671387
1708857504644454,-0.0759277,-1.04785,0.0874023
1708857504648356,-0.0656738,-1.04785,0.0874023
1708857504652332,-0.0695801,-1.07788,0.0927734
1708857504656247,-0.0695801,-1.09424,0.0925293
1708857504660212,-0.0644531,-0.906738,0.0925293
1708857504664124,-0.157471,-1.14648,0.0336914
1708857504668059,-0.157471,-1.13477,0.0915527
1708857504671988,-0.134277,-1.07227,0.0915527
1708857504675926,-0.185059,-1.21045,0.0612793
1708857504679886,-0.185059,-1.21045,0.0681152
1708857504683780,-0.123779,-1.15112,0.0681152
1708857504687731,-0.0959473,-0.881348,0.0563965
1708857504691679,-0.0959473,-0.881348,0.0612793
1708857504695635,-0.0756836,-1.02637,0.0612793
1708857504699559,-0.0834961,-0.820068,0.0583496
1708857504703491,-0.0834961,-0.820068,0.0698242
1708857504707460,-0.132568,-0.942383,0.0698242
1708857504711371,-0.171387,-1.0603,0.0739746
1708857504715296,-0.171387,-1.0603,0.0710449
1708857504719242,-0.195557,-0.983154,0.0710449
1708857504723169,-0.239258,-1.24854,0.0559082
1708857504727097,-0.176758,-1.24854,0.0556641
1708857504731045,-0.155273,-0.965332,0.0556641
1708857504735054,-0.141113,-0.973877,0.107422
1708857504739005,-0.0786133,-0.973877,0.122559
1708857504742969,-0.145264,-1.04541,0.0600586
1708857504746890,-0.158936,-0.934814,0.109863
1708857504750816,-0.0964355,-0.934814,0.109863
1708857504754725,-0.204346,-1.21704,0.0212402
1708857504758666,-0.234375,-0.985352,0.0429688
1708857504762616,-0.234375,-0.985352,0.0429688
1708857504766537,-0.177246,-1.21143,0.0837402
1708857504770476,-0.177246,-1.00854,0.0246582
1708857504774405,-0.217529,-1.00854,0.0246582
1708857504778360,-0.0588379,-0.810547,0.125244
1708857504782289,-0.0588379,-1.03027,0.0478516
1708857504786201,-0.143311,-1.03027,0.0478516
1708857504790141,-0.181641,-0.908936,0.0524902
1708857504794127,-0.181641,-0.90918,0.0839844
1708857504798038,-0.161377,-1.03418,0.0839844
1708857504801977,-0.246826,-1.12476,0.0593262
1708857504805918,-0.246826,-1.11548,0.0996094
1708857504809867,-0.184082,-0.927979,0.0996094
1708857504813836,-0.166504,-1.1189,0.0876465
1708857504817740,-0.166504,-1.10059,0.0524902
1708857504821707,-0.161377,-0.788086,0.0524902
1708857504825628,-0.147949,-1.02124,0.0510254
1708857504829552,-0.147949,-1.02124,0.0595703
1708857504833443,-0.217773,-1.00415,0.0595703
1708857504837375,-0.206543,-1.02271,0.0874023
1708857504841310,-0.206543,-1.02271,0.0378418
1708857504845306,-0.255615,-1.16113,0.0378418
1708857504849246,-0.189941,-0.932861,0.0793457
1708857504853193,-0.189941,-0.932861,0.0424805
1708857504857102,-0.168213,-1.02319,0.0424805
1708857504861058,-0.173828,-0.949463,0.0749512
1708857504865043,-0.173828,-0.949463,0.121338
1708857504868958,-0.173096,-0.925537,0.121338
1708857504872902,-0.160645,-1.32007,0.0520019
1708857504876805,-0.285645,-1.32007,0.0183105
1708857504880720,-0.227295,-1.00122,0.0808105
1708857504884722,-0.205078,-1.19556,0.0546875
1708857504888619,-0.205078,-1.19556,0.0161133
1708857504892550,-0.197266,-0.983887,0.0161133
1708857504896474,-0.231201,-0.887207,0.141846
1708857504900396,-0.106201,-0.887207,0.141846
1708857504904351,-0.22168,-1.21729,0.0690918
1708857504908303,-0.22168,-1.11157,0.0285645
1708857504912226,-0.276367,-1.11157,0.0285645
1708857504916134,-0.222656,-1.12524,0.0454102
1708857504920073,-0.222656,-0.926758,0.0405273
1708857504924011,-0.236328,-0.926758,0.0405273
1708857504927941,-0.147217,-0.786621,0.101074
1708857504931924,-0.147217,-0.775635,0.0788574
1708857504935861,-0.239502,-0.963135,0.0788574
1708857504939785,-0.313477,-1.07202,0.0715332
1708857504943693,-0.313477,-1.08838,0.0710449
1708857504947636,-0.262939,-1.08838,0.0710449
1708857504951569,-0.239014,-0.905762,0.0722656
1708857504955577,-0.239014,-0.892334,0.0566406
1708857504959564,-0.198975,-0.767334,0.0566406
1708857504963471,-0.26123,-0.993408,0.0617676
1708857504967403,-0.26123,-0.97583,0.112061
1708857504971352,-0.285889,-0.97583,0.112061
1708857504975268,-0.291016,-1.14551,0.0541992
1708857504979200,-0.291016,-1.14551,0.0229492
1708857504983167,-0.320801,-0.895264,0.0229492
1708857504987089,-0.206055,-0.866455,0.0771484
1708857504991031,-0.206055,-0.866455,0.0239258
1708857504994965,-0.303955,-1.00269,0.0239258
1708857504998876,-0.320801,-1.00732,0.0991211
1708857505002797,-0.320801,-1.00732,0.0932617
1708857505006736,-0.290771,-1.15039,0.0932617
1708857505010690,-0.279541,-0.906738,0.0368652
1708857505014615,-0.279541,-0.906738,0.0378418
1708857505018561,-0.252197,-0.818848,0.0378418
1708857505022502,-0.30249,-0.953857,0.111816
1708857505026456,-0.23999,-0.953857,0.105469
1708857505030424,-0.376465,-1.02466,0.105469
1708857505034315,-0.415527,-1.25195,0.065918
1708857505038292,-0.353027,-1.25195,0.065918
1708857505042212,-0.331543,-0.984863,0.0297852
1708857505046149,-0.324707,-0.911377,0.0285645
1708857505050099,-0.262207,-0.911377,0.0285645
1708857505054012,-0.308838,-1.07837,0.0805664
1708857505057988,-0.308838,-0.986816,0.149902
1708857505061926,-0.27002,-0.986816,0.149902
1708857505065944,-0.27417,-1.04761,0.0478516
1708857505069878,-0.27417,-0.852783,-0.0270996
1708857505073816,-0.354248,-0.852783,-0.0270996
1708857505077744,-0.213623,-0.799316,0.106201
1708857505081670,-0.213623,-0.999023,0.060791
1708857505085633,-0.37793,-0.999023,0.060791
1708857505089561,-0.375,-0.873779,0.121582
1708857505093488,-0.375,-0.814209,0.0952148
1708857505097443,-0.30835,-0.939209,0.0952148
1708857505101386,-0.372314,-0.810303,0.00146484
1708857505105307,-0.372314,-0.773193,0.0839844
1708857505109249,-0.34375,-0.960693,0.0839844
1708857505113181,-0.358154,-1.17627,0.105957
1708857505117117,-0.358154,-1.17261,0.101807
1708857505121065,-0.314697,-0.922607,0.101807
1708857505125010,-0.309082,-0.998535,0.0256348
1708857505128932,-0.309082,-0.998535,0.017334
1708857505132878,-0.341553,-0.817871,0.017334
1708857505136814,-0.329834,-1.01245,0.108643
1708857505140734,-0.329834,-1.01245,0.0415039
1708857505144654,-0.411621,-1.0542,0.0415039
1708857505148588,-0.38208,-0.823242,0.100342
1708857505152525,-0.38208,-0.823242,0.11792
1708857505156455,-0.340576,-0.844971,0.0554199
1708857505160402,-0.457031,-0.903564,0.0124512
1708857505164308,-0.457031,-0.903564,0.00170898
1708857505168267,-0.398926,-0.954834,0.126709
1708857505172203,-0.424561,-1.06519,0.0839844
1708857505176203,-0.424561,-1.06519,0.0695801
1708857505180178,-0.41626,-0.831299,0.0695801
1708857505184111,-0.39502,-1.104,0.0690918
1708857505188024,-0.39502,-1.104,0.0690918
1708857505191972,-0.404541,-0.989258,0.0654297
1708857505195900,-0.430176,-0.819824,0.100098
1708857505199842,-0.305176,-0.819824,0.100098
1708857505203810,-0.408936,-0.968018,0.0288086
1708857505207758,-0.408936,-0.758057,0.127197
1708857505211701,-0.366455,-0.758057,0.127197
1708857505215636,-0.413086,-1.07983,0.0197754
1708857505219581,-0.413086,-0.796387,-0.0170898
1708857505223539,-0.487549,-0.796387,-0.0170898
1708857505227498,-0.316895,-0.677002,0.148926
1708857505231443,-0.316895,-0.828369,0.0825195
1708857505235381,-0.443848,-0.828369,0.0825195
1708857505239317,-0.49707,-0.835938,0.0336914
1708857505243246,-0.49707,-0.854004,0.0556641
1708857505247182,-0.416992,-0.916504,0.0556641
1708857505251116,-0.487061,-0.773438,0.0800781
1708857505255071,-0.487061,-0.78833,0.135254
1708857505259018,-0.356934,-0.78833,0.135254
1708857505262925,-0.57373,-1.08643,0.00170898
1708857505266851,-0.57373,-1.11621,0.14209
1708857505270798,-0.456055,-0.928711,0.14209
1708857505274741,-0.348145,-0.927246,0.0673828
1708857505278688,-0.348145,-0.927246,-0.0395508
1708857505282642,-0.512695,-0.783936,-0.0395508
1708857505286663,-0.389893,-0.917725,0.127197
1708857505290622,-0.389893,-0.917725,0.0849609
1708857505294555,-0.4729,-1.07861,0.0849609
1708857505298491,-0.453369,-0.670898,0.0422363
1708857505302442,-0.453369,-0.670898,0.00927734
1708857505306381,-0.452148,-0.754883,0.00927734
1708857505310329,-0.480957,-0.697266,0.108643
1708857505314283,-0.480957,-0.697266,0.115967
1708857505318237,-0.502197,-0.895264,0.115967
1708857505322216,-0.592529,-0.938477,-0.00878906
1708857505326174,-0.592529,-0.938477,-0.0463867
1708857505330099,-0.478516,-0.664551,0.0786133
1708857505334043,-0.454346,-0.781738,0.108887
1708857505337990,-0.454346,-0.781738,0.0791016
1708857505341987,-0.55542,-0.924072,0.0791016
1708857505345997,-0.552246,-0.902588,0.0854492
1708857505349939,-0.489746,-0.902588,0.116211
1708857505353919,-0.548828,-0.989258,0.0537109
1708857505357833,-0.525391,-0.72168,0.0605469
1708857505361811,-0.462891,-0.72168,0.0563965
1708857505365713,-0.561768,-1.13989,-0.00610352
1708857505369644,-0.51416,-0.910889,0.132812
1708857505373568,-0.51416,-0.910889,0.132812
1708857505377536,-0.360107,-0.834229,0.151367
1708857505381464,-0.360107,-0.960449,-0.0839844
1708857505385420,-0.601807,-0.960449,-0.0839844
1708857505389369,-0.527832,-0.857422,0.0754395
1708857505393294,-0.527832,-0.965576,0.137207
1708857505397259,-0.436035,-0.965576,0.137207
1708857505401154,-0.562988,-0.61084,0.060791
1708857505405097,-0.562988,-0.696533,0.103516
1708857505409037,-0.4646,-0.696533,0.103516
1708857505412994,-0.61499,-0.882324,0.00634766
1708857505416928,-0.61499,-0.884766,0.0976562
1708857505420862,-0.569092,-0.697266,0.0976562
1708857505424795,-0.493652,-0.752197,0.113037
1708857505428751,-0.493652,-0.790771,0.0688477
1708857505432698,-0.563721,-0.603271,0.0688477
1708857505436626,-0.567139,-0.79541,0.0402832
1708857505440589,-0.567139,-0.786377,0.0268555
1708857505444525,-0.655273,-0.911377,0.0268555
1708857505448466,-0.524658,-0.574951,0.106201
1708857505452516,-0.524658,-0.574951,0.0273438
1708857505456394,-0.574707,-0.811523,0.0273438
1708857505460314,-0.596191,-0.70166,0.121582
1708857505464245,-0.596191,-0.70166,0.0808105
1708857505468195,-0.528564,-0.800293,0.0808105
1708857505472175,-0.670898,-0.926758,-0.0537109
1708857505476097,-0.670898,-0.926758,0.0947266
1708857505480072,-0.584717,-0.654053,0.0947266
1708857505483979,-0.506592,-0.799805,0.170166
1708857505487934,-0.506592,-0.799805,0.185791
1708857505491883,-0.658936,-0.868164,0.060791
1708857505495818,-0.609375,-0.817871,0.0131836
1708857505499775,-0.609375,-0.817871,0.0371094
1708857505503714,-0.61792,-0.805908,0.0371094
1708857505507666,-0.593506,-0.576904,0.164307
1708857505511582,-0.531006,-0.576904,0.132568
1708857505515512,-0.641602,-1.00684,0.0700684
1708857505519447,-0.67041,-0.801758,0.0234375
1708857505523370,-0.67041,-0.801758,0.0234375
1708857505527299,-0.513672,-0.620605,0.0974121
1708857505531263,-0.513672,-0.724121,-0.0090332
1708857505535199,-0.630859,-0.724121,-0.0090332
1708857505539141,-0.719727,-0.768066,0.048584
1708857505543108,-0.719727,-0.947754,0.154785
1708857505547055,-0.604004,-0.947754,0.154785
1708857505550990,-0.637207,-0.673584,0.0905762
1708857505554912,-0.637207,-0.648682,-0.0270996
1708857505558860,-0.616699,-0.648682,-0.0270996
1708857505562869,-0.658203,-0.85376,0.0266113
1708857505566793,-0.658203,-0.616455,0.212158
1708857505570733,-0.550049,-0.616455,0.212158
1708857505574705,-0.559326,-0.697021,0.11377
1708857505578602,-0.559326,-0.742432,-0.0273438
1708857505582575,-0.685059,-0.679932,-0.0273438
1708857505586511,-0.690918,-0.773438,0.0358887
1708857505590447,-0.690918,-0.771729,0.117432
1708857505594401,-0.662598,-0.771729,0.117432
1708857505598372,-0.634766,-0.527588,0.098877
1708857505602303,-0.634766,-0.546875,0.0253906
1708857505606235,-0.684326,-0.859375,0.0253906
1708857505610221,-0.705566,-0.692627,0.0947266
1708857505614183,-0.705566,-0.692627,0.0717773
1708857505618092,-0.594482,-0.803223,0.0717773
1708857505622014,-0.768066,-0.886963,-0.0520019
1708857505625972,-0.768066,-0.886963,0.0969238
1708857505629914,-0.635498,-0.574707,0.0969238
1708857505633861,-0.572998,-0.730225,0.189697
1708857505637797,-0.572998,-0.730225,0.00341797
1708857505641722,-0.804932,-0.828613,0.00341797
1708857505645678,-0.673828,-0.641602,0.0522461
1708857505649598,-0.673828,-0.641602,0.0617676
1708857505653540,-0.714111,-0.690918,0.0617676
1708857505657460,-0.723633,-0.382324,0.161133
1708857505661421,-0.598633,-0.382324,0.150146
1708857505665373,-0.752686,-0.92627,0.0251465
1708857505669267,-0.805176,-0.713135,0.0383301
1708857505673276,-0.805176,-0.713135,0.0253906
1708857505677221,-0.591553,-0.500488,0.150391
1708857505681146,-0.610352,-0.559814,-0.00463867
1708857505685078,-0.735352,-0.559814,-0.00463867
1708857505689004,-0.738281,-0.648438,0.0625
1708857505692939,-0.738281,-0.716309,0.116211
1708857505696911,-0.663574,-0.716309,0.116211
1708857505700814,-0.705078,-0.428711,0.090332
1708857505704737,-0.705078,-0.547852,0.00561523
1708857505708653,-0.669189,-0.547852,0.00561523
1708857505712604,-0.86377,-0.852539,-0.00708008
1708857505716591,-0.86377,-0.599854,0.192871
1708857505720517,-0.664062,-0.599854,0.192871
1708857505724473,-0.669434,-0.688477,0.0913086
1708857505728395,-0.669434,-0.709717,0.00561523
1708857505732405,-0.807373,-0.709717,0.00561523
1708857505736307,-0.729248,-0.731689,0.0646973
1708857505740263,-0.729248,-0.698975,0.0998535
1708857505744188,-0.689453,-0.761475,0.0998535
1708857505748151,-0.750732,-0.499023,0.0297852
1708857505752080,-0.750732,-0.457275,0.0471191
1708857505756011,-0.752197,-0.707275,0.0471191
1708857505759957,-0.768555,-0.616699,0.136719
1708857505763918,-0.768555,-0.616699,0.0539551
1708857505767843,-0.705322,-0.579346,0.0539551
1708857505771775,-0.804932,-0.612549,-0.0393066
1708857505775748,-0.804932,-0.612549,0.0910645
1708857505779653,-0.722656,-0.467285,0.0910645
1708857505783699,-0.675293,-0.659668,0.18457
1708857505787632,-0.675293,-0.659668,0.0314941
1708857505791595,-0.838867,-0.693115,0.0314941
1708857505795514,-0.724854,-0.67627,0.0397949
1708857505799465,-0.724854,-0.67627,0.079834
1708857505803422,-0.753418,-0.583984,0.079834
1708857505807396,-0.685547,-0.415771,0.149658
1708857505811322,-0.685547,-0.415771,0.165039
1708857505815285,-0.820801,-0.930176,0.0400391
1708857505819212,-0.815186,-0.668457,0.0195312
1708857505823137,-0.877686,-0.668457,0.019043
1708857505827121,-0.654785,-0.537842,0.144043
1708857505831039,-0.669434,-0.559326,0.0239258
1708857505834977,-0.794434,-0.559326,0.0275879
1708857505838912,-0.782227,-0.603271,0.0900879
1708857505842859,-0.761963,-0.725342,0.0483398
1708857505846839,-0.761963,-0.725342,0.0483398
1708857505850762,-0.781738,-0.366943,0.0678711
1708857505854727,-0.755127,-0.484375,0.0397949
1708857505858648,-0.755127,-0.484375,0.0397949
1708857505862601,-0.880371,-0.651855,0.0539551
1708857505866563,-0.880371,-0.395752,0.154053
1708857505870521,-0.72998,-0.395752,0.154053
1708857505874434,-0.772217,-0.440918,0.0175781
1708857505878415,-0.772217,-0.499023,0.0258789
1708857505882324,-0.861816,-0.499023,0.0258789
1708857505886274,-0.82251,-0.630615,0.0888672
1708857505890214,-0.82251,-0.681396,0.123291
1708857505894267,-0.839844,-0.681396,0.123291
1708857505898182,-0.768799,-0.407227,0.0727539
1708857505902139,-0.768799,-0.414551,-0.0214844
1708857505906064,-0.845703,-0.602051,-0.0214844
1708857505910010,-0.865234,-0.491699,0.112549
1708857505913954,-0.865234,-0.438232,0.125977
1708857505917922,-0.743896,-0.563232,0.125977
1708857505921902,-0.887939,-0.460449,-0.0136719
1708857505925788,-0.887939,-0.5,0.0690918
1708857505929721,-0.796387,-0.3125,0.0690918
1708857505933670,-0.797852,-0.477539,0.120605
1708857505937614,-0.797852,-0.493164,0.0722656
1708857505941550,-0.911865,-0.555664,0.0722656
1708857505945500,-0.820557,-0.554932,0.0229492
1708857505949441,-0.820557,-0.554932,0.0378418
1708857505953376,-0.876221,-0.522217,0.0378418
1708857505957329,-0.713135,-0.338867,0.207764
1708857505961261,-0.713135,-0.338867,0.0471191
1708857505965201,-0.893799,-0.753906,0.0471191
1708857505969160,-0.886475,-0.487793,0.0104981
1708857505973152,-0.886475,-0.487793,0.122559
1708857505977055,-0.7229,-0.38501,0.122559
1708857505981008,-0.865967,-0.473145,0.0595703
1708857505984982,-0.865967,-0.473145,0.0415039
1708857505988871,-0.891113,-0.552734,0.104004
1708857505992818,-0.902832,-0.569092,0.0578613
1708857505996753,-0.840332,-0.569092,0.0456543
1708857506000699,-0.844238,-0.333252,0.0456543
1708857506004725,-0.839844,-0.339844,0.0397949
1708857506008666,-0.777344,-0.339844,0.0581055
1708857506012625,-0.95459,-0.627686,0.0581055
1708857506016556,-0.938965,-0.346436,0.155029
1708857506020507,-0.751465,-0.346436,0.155029
1708857506024471,-0.891357,-0.510986,-0.00292969
1708857506028421,-0.905029,-0.419678,0.0187988
1708857506032359,-0.905029,-0.419678,0.0187988
1708857506036298,-0.825928,-0.54126,0.130127
1708857506040240,-0.825928,-0.599121,0.0957031
1708857506044167,-0.866211,-0.599121,0.0957031
1708857506048130,-0.789795,-0.255127,0.045166
1708857506052130,-0.789795,-0.541992,-0.00830078
1708857506056048,-0.910889,-0.541992,-0.00830078
1708857506059968,-0.892334,-0.408936,0.135498
1708857506063913,-0.892334,-0.425049,0.13623
1708857506067853,-0.834961,-0.425049,0.13623
1708857506071811,-0.953613,-0.543945,-0.027832
1708857506075752,-0.953613,-0.507568,0.0551758
1708857506079685,-0.858643,-0.257568,0.0551758
1708857506083646,-0.81665,-0.345459,0.134766
1708857506087576,-0.81665,-0.338867,0.0681152
1708857506091512,-0.95752,-0.526367,0.0681152
1708857506095466,-0.877686,-0.391846,0.0275879
1708857506099450,-0.877686,-0.398682,0.0666504
1708857506103379,-0.930176,-0.398682,0.0666504
1708857506107346,-0.791504,-0.152344,0.163818
1708857506111266,-0.791504,-0.152344,0.0544434
1708857506115263,-0.930664,-0.550293,0.0544434
1708857506119195,-0.928955,-0.340088,0.027832
1708857506123139,-0.928955,-0.340088,0.101562
1708857506127063,-0.810791,-0.256104,0.101562
