t,ax,ay,az
1709144270710031,-0.0317383,-0.92627,0.118408
1709144270713994,-0.0317383,-1.10376,0.0515137
1709144270718026,-0.0793457,-1.10376,0.0515137
1709144270721948,-0.0769043,-0.818115,0.0668945
1709144270725869,-0.0769043,-1.07617,0.106201
1709144270729828,-0.0500488,-1.07617,0.106201
1709144270733752,-0.0656738,-0.939697,0.0856934
1709144270737685,-0.0656738,-0.983643,0.0805664
1709144270741651,-0.0773926,-0.983643,0.0805664
1709144270745614,-0.0825195,-1.19507,0.0869141
1709144270749545,-0.0825195,-1.23706,0.0976562
1709144270753484,-0.0646973,-0.924561,0.0976562
1709144270757433,-0.0864258,-1.19751,0.095459
1709144270761363,-0.0864258,-1.22363,0.121338
1709144270765305,-0.0305176,-0.973633,0.121338
1709144270769248,-0.032959,-0.90332,0.112793
1709144270773223,-0.032959,-0.922607,0.0766602
1709144270777112,-0.106201,-1.17261,0.0766602
1709144270781065,-0.0546875,-0.938965,0.117188
1709144270785005,-0.0546875,-0.938965,0.0415039
1709144270788962,-0.144287,-1.23535,0.0415039
1709144270792857,-0.0908203,-1.03955,0.0849609
1709144270796785,-0.0908203,-1.03955,0.105713
1709144270800733,-0.0275879,-1.03076,0.105713
1709144270804662,-0.102539,-1.16943,0.0529785
1709144270808597,-0.102539,-1.16943,0.0986328
1709144270812557,-0.0407715,-1.00781,0.0986328
1709144270816456,-0.0554199,-1.16333,0.0842285
1709144270820432,-0.0554199,-1.16333,0.0974121
1709144270824440,-0.0793457,-1.01709,0.0974121
1709144270828374,-0.0927734,-0.960938,0.136475
1709144270832292,-0.0302734,-0.960938,0.165771
1709144270836218,-0.115234,-1.12549,0.103271
1709144270840155,-0.074707,-0.865479,0.111084
1709144270844095,-0.074707,-0.865479,0.0788574
1709144270848015,-0.118408,-1.11768,0.0788574
1709144270851950,-0.0715332,-1.03882,0.0595703
1709144270855866,-0.134033,-1.03882,0.0595703
1709144270859859,-0.0983887,-0.977539,0.0996094
1709144270863769,-0.0983887,-1.18994,0.0705566
1709144270867724,-0.118896,-1.18994,0.0705566
1709144270871684,-0.0932617,-0.941162,0.0695801
1709144270875639,-0.0932617,-1.06982,0.0981445
1709144270879549,-0.0576172,-1.06982,0.0981445
1709144270883477,-0.0800781,-0.962158,0.104004
1709144270887405,-0.0800781,-0.9375,0.0932617
1709144270891311,-0.102783,-0.9375,0.0932617
1709144270895225,-0.092041,-1.04053,0.12207
1709144270899218,-0.092041,-1.00928,0.0895996
1709144270903140,-0.145508,-0.946777,0.0895996
1709144270907063,-0.177734,-1.15015,0.0725098
1709144270910993,-0.177734,-1.16675,0.128662
1709144270914933,-0.160889,-1.10425,0.128662
1709144270918880,-0.112549,-1.08862,0.10791
1709144270922788,-0.112549,-1.0752,0.0280762
1709144270926711,-0.172852,-1.2002,0.0280762
1709144270930680,-0.020752,-0.890625,0.12915
1709144270934677,-0.020752,-0.890625,0.0666504
1709144270938610,-0.0961914,-1.15527,0.0666504
1709144270942520,-0.100586,-0.951172,0.0893555
1709144270946466,-0.100586,-0.951172,0.116943
1709144270950443,-0.113525,-1.06665,0.116943
1709144270954352,-0.211426,-1.17407,0.0664062
1709144270958268,-0.211426,-1.17407,0.088623
1709144270962235,-0.185303,-1.01172,0.088623
1709144270966151,-0.172607,-1.15015,0.0932617
1709144270970089,-0.172607,-1.15015,0.0998535
1709144270974033,-0.136963,-0.912109,0.0998535
1709144270977961,-0.166992,-0.89502,0.0893555
1709144270981928,-0.104492,-0.89502,0.0717773
1709144270985875,-0.12793,-0.972656,0.0717773
1709144270989810,-0.133057,-0.878906,0.11499
1709144270993742,-0.133057,-0.878906,0.081543
1709144270997701,-0.211914,-1.16138,0.081543
1709144271001641,-0.196533,-1.12939,0.0822754
1709144271005552,-0.196533,-1.12939,0.0822754
1709144271009519,-0.169922,-0.998047,0.0688477
1709144271013480,-0.169922,-0.973145,0.0866699
1709144271017454,-0.126953,-0.973145,0.0866699
1709144271021379,-0.0505371,-0.678711,0.122314
1709144271025316,-0.0505371,-1.02979,0.0742188
1709144271029237,-0.14624,-1.02979,0.0742188
1709144271033172,-0.185791,-0.952393,0.092041
1709144271037112,-0.185791,-1.19165,0.0847168
1709144271041055,-0.225342,-1.19165,0.0847168
1709144271045043,-0.244629,-1.12036,0.0476074
1709144271048961,-0.244629,-1.08032,0.123535
1709144271052886,-0.154541,-0.955322,0.123535
1709144271056811,-0.162109,-1.15601,0.0861816
1709144271060743,-0.162109,-1.14185,0.0905762
1709144271064698,-0.128418,-0.954346,0.0905762
1709144271068656,-0.171143,-1.06738,0.0864258
1709144271072557,-0.171143,-1.10522,0.0595703
1709144271076472,-0.24707,-1.23022,0.0595703
1709144271080385,-0.151611,-1.01172,0.141602
1709144271084315,-0.151611,-1.01172,0.0822754
1709144271088256,-0.20459,-1.16357,0.0822754
1709144271092202,-0.161621,-0.871338,0.0939941
1709144271096164,-0.161621,-0.871338,0.120117
1709144271100084,-0.105469,-0.901611,0.120117
1709144271104030,-0.266357,-1.1145,0.0368652
1709144271107921,-0.266357,-1.1145,0.0520019
1709144271111860,-0.233154,-1.0498,0.114502
1709144271115772,-0.213867,-1.13574,0.109619
1709144271119723,-0.213867,-1.13574,0.0842285
1709144271123650,-0.235352,-0.931152,0.0842285
1709144271127578,-0.212158,-0.900146,0.0947266
1709144271131518,-0.149658,-0.900146,0.0844727
1709144271135489,-0.184814,-0.922363,0.0844727
1709144271139423,-0.148682,-0.882568,0.0942383
1709144271143393,-0.211182,-0.882568,0.0942383
1709144271147327,-0.277344,-1.29248,0.0842285
1709144271151260,-0.277344,-1.03784,0.0915527
1709144271155270,-0.265381,-1.03784,0.0915527
1709144271159212,-0.175537,-1.00098,0.117676
1709144271163133,-0.175537,-1.05273,0.0371094
1709144271167082,-0.241699,-1.05273,0.0371094
1709144271170984,-0.18335,-0.83374,0.115234
1709144271174937,-0.18335,-1.25122,0.0834961
1709144271178839,-0.274658,-1.25122,0.0834961
1709144271182784,-0.264648,-0.971924,0.109863
1709144271186737,-0.264648,-0.959961,0.126465
1709144271190684,-0.213135,-0.959961,0.126465
1709144271194637,-0.253906,-0.95752,0.0666504
1709144271198564,-0.253906,-0.938721,0.0803223
1709144271202482,-0.243408,-0.813721,0.0803223
1709144271206423,-0.277344,-1.22729,0.105713
1709144271210376,-0.277344,-1.2168,0.0878906
1709144271214310,-0.304932,-1.0293,0.0878906
1709144271218254,-0.219971,-0.961914,0.123047
1709144271222220,-0.219971,-0.961914,0.0410156
1709144271226125,-0.281738,-0.979492,0.0410156
1709144271230069,-0.229248,-0.760986,0.0771484
1709144271234016,-0.229248,-0.760986,0.0566406
1709144271237967,-0.30835,-1.17383,0.0566406
1709144271241902,-0.323486,-0.918945,0.0820312
1709144271245843,-0.323486,-0.918945,0.139404
1709144271249786,-0.236084,-0.958984,0.139404
1709144271253729,-0.342041,-1.0459,-0.0012207
1709144271257652,-0.342041,-1.0459,-0.0324707
1709144271261594,-0.28418,-0.881104,0.0925293
1709144271265603,-0.302979,-1.27222,0.11499
1709144271269546,-0.302979,-1.27222,0.0966797
1709144271273521,-0.331299,-0.98999,0.0966797
1709144271277454,-0.368408,-0.994141,0.108643
1709144271281356,-0.243408,-0.994141,0.111816
1709144271285311,-0.287109,-0.900146,0.0493164
1709144271289310,-0.2854,-0.858643,0.112549
1709144271293213,-0.2854,-0.858643,0.0627441
1709144271297137,-0.313477,-1.13037,0.125244
1709144271301078,-0.342773,-0.872314,0.0722656
1709144271305040,-0.342773,-0.872314,0.0722656
1709144271308975,-0.287354,-0.943359,0.0878906
1709144271312906,-0.287354,-0.81665,0.0793457
1709144271316823,-0.327393,-0.81665,0.0793457
1709144271320772,-0.345459,-1.00439,0.122559
1709144271324752,-0.345459,-1.17334,0.0849609
1709144271328657,-0.362549,-1.17334,0.0849609
1709144271332594,-0.327148,-0.840088,0.123291
1709144271336538,-0.327148,-0.967529,0.0842285
1709144271340509,-0.284912,-0.967529,0.0842285
1709144271344445,-0.41333,-1.00732,0.0578613
1709144271348370,-0.41333,-1.0603,0.194336
1709144271352293,-0.284668,-0.997803,0.194336
1709144271356232,-0.365723,-1.09668,0.0766602
1709144271360186,-0.365723,-1.10767,0.0581055
1709144271364103,-0.380859,-0.795166,0.0581055
1709144271368101,-0.269043,-0.91333,0.146973
1709144271372017,-0.269043,-0.891602,0.0458984
1709144271376017,-0.437988,-1.0791,0.0458984
1709144271379987,-0.360352,-0.901855,0.108887
1709144271383880,-0.360352,-0.901855,0.115967
1709144271387844,-0.3396,-0.969727,0.115967
1709144271391763,-0.345703,-0.691162,0.0576172
1709144271395740,-0.345703,-0.691162,0.060791
1709144271399623,-0.419678,-1.125,0.060791
1709144271403624,-0.414062,-1.04688,0.0895996
1709144271407535,-0.414062,-1.04688,0.150391
1709144271411459,-0.325439,-0.865479,0.150391
1709144271415353,-0.345703,-0.863037,0.0134277
1709144271419316,-0.345703,-0.863037,0.0180664
1709144271423260,-0.388672,-0.717773,0.0805664
1709144271427184,-0.390625,-1.03052,0.144287
1709144271431114,-0.328125,-1.03052,0.133789
1709144271435054,-0.457764,-0.865723,0.0712891
1709144271439008,-0.470703,-0.770752,0.0864258
1709144271442941,-0.408203,-0.770752,0.0812988
1709144271446918,-0.417969,-0.882324,0.0812988
1709144271450816,-0.392578,-0.870361,0.0979004
1709144271454808,-0.455078,-0.870361,0.0979004
1709144271458708,-0.412842,-0.995605,0.0549316
1709144271462660,-0.412842,-0.828857,0.0700684
1709144271466576,-0.427246,-0.828857,0.0700684
1709144271470485,-0.303223,-0.70874,0.160156
1709144271474457,-0.303223,-1.02295,-0.0148926
1709144271478423,-0.508057,-1.02295,-0.0148926
1709144271482303,-0.480713,-0.976074,0.106201
1709144271486382,-0.480713,-0.916992,0.170898
1709144271490327,-0.364258,-0.916992,0.170898
1709144271494273,-0.552246,-0.927246,-0.0263672
1709144271498190,-0.552246,-0.914795,0.121582
1709144271502128,-0.436279,-0.914795,0.121582
1709144271506087,-0.454834,-1.09521,0.134766
1709144271510047,-0.454834,-1.07373,0.112793
1709144271514004,-0.44751,-0.82373,0.112793
1709144271517925,-0.435791,-0.919434,0.0224609
1709144271521854,-0.435791,-0.918701,0.114258
1709144271525769,-0.458252,-0.918701,0.114258
1709144271529759,-0.361572,-0.897705,0.148438
1709144271533754,-0.361572,-0.897705,0.0151367
1709144271537736,-0.493896,-0.962646,0.0151367
1709144271541676,-0.461426,-0.702148,0.0878906
1709144271545610,-0.461426,-0.702148,0.166992
1709144271549592,-0.384521,-0.766113,0.166992
1709144271553520,-0.561035,-0.882812,0.0180664
1709144271557436,-0.561035,-0.882812,0.0783691
1709144271561383,-0.514648,-0.838623,0.0783691
1709144271565319,-0.45459,-0.819092,0.101562
1709144271569280,-0.45459,-0.819092,0.0891113
1709144271573203,-0.507568,-0.65918,0.0891113
1709144271577137,-0.464355,-1.01929,0.105713
1709144271581082,-0.464355,-1.01929,0.0646973
1709144271585037,-0.545898,-0.871094,0.0646973
1709144271588998,-0.428711,-0.70874,0.137207
1709144271592904,-0.428711,-0.70874,0.125732
1709144271596859,-0.485107,-0.832764,0.0632324
1709144271600761,-0.470215,-0.930908,0.0444336
1709144271604756,-0.595215,-0.930908,0.0158691
1709144271608678,-0.506836,-0.986084,0.140869
1709144271612670,-0.529297,-0.896484,0.0827637
1709144271616589,-0.529297,-0.896484,0.0827637
1709144271620540,-0.451416,-0.739258,0.0576172
1709144271624448,-0.465332,-1.02271,-0.00366211
1709144271628349,-0.277832,-1.02271,-0.00366211
1709144271632304,-0.907227,-0.880859,-0.584229
1709144271636256,-0.907227,-0.990479,0.083252
1709144271640239,-0.627197,-0.990479,0.083252
1709144271644207,-0.313232,-0.781738,0.342041
1709144271648137,-0.313232,-0.734131,0.22583
1709144271652064,-0.613281,-0.734131,0.22583
1709144271655998,-0.508545,-1.09839,0.652344
1709144271659942,-0.508545,-0.716553,0.236328
1709144271663916,-0.598633,-0.716553,0.236328
1709144271667808,-0.476074,-0.677002,0.304199
1709144271671752,-0.476074,-0.660156,0.432129
1709144271675695,-0.546875,-0.785156,0.432129
1709144271679639,-0.509521,-0.709717,0.23999
1709144271683577,-0.509521,-0.718506,0.0185547
1709144271687520,-0.592285,-0.843506,0.0185547
1709144271691473,-0.586426,-0.584473,-0.223633
1709144271695439,-0.586426,-0.580078,-0.272461
1709144271699349,-0.619385,-0.705078,-0.272461
1709144271703303,-0.621094,-0.807373,-0.121582
1709144271707230,-0.621094,-0.807373,-0.174561
1709144271711197,-0.583008,-0.710693,-0.174561
1709144271715118,-0.62085,-0.789551,-0.110596
1709144271719090,-0.62085,-0.789551,0.059082
1709144271723033,-0.546143,-0.562988,0.059082
1709144271726912,-0.640625,-1.01562,0.03125
1709144271730847,-0.640625,-1.01562,0.198975
1709144271734813,-0.654297,-0.869141,0.198975
1709144271738741,-0.479736,-0.675293,0.338623
1709144271742720,-0.479736,-0.675293,0.334717
1709144271746680,-0.606934,-0.781982,0.209717
1709144271750624,-0.594238,-0.860596,0.207275
1709144271754641,-0.656738,-0.860596,0.193115
1709144271758582,-0.59668,-0.967285,0.193115
1709144271762517,-0.608887,-0.762451,0.144287
1709144271766450,-0.608887,-0.762451,0.160156
1709144271770403,-0.552979,-0.601807,0.0351562
1709144271774334,-0.504395,-0.908936,-0.0166016
1709144271778251,-0.691895,-0.908936,-0.0166016
1709144271782228,-0.596924,-0.674072,0.0773926
1709144271786166,-0.606689,-0.663086,-0.0393066
1709144271790100,-0.606689,-0.663086,-0.0393066
1709144271794050,-0.686279,-0.651123,-0.0727539
1709144271798007,-0.686279,-0.687256,0.0554199
1709144271801950,-0.632568,-0.687256,0.0554199
1709144271805884,-0.699707,-0.929443,0.09375
1709144271809830,-0.699707,-0.661377,0.121338
1709144271813770,-0.671387,-0.661377,0.121338
1709144271817785,-0.587891,-0.833984,0.152588
1709144271821706,-0.587891,-0.760254,0.138916
1709144271825636,-0.7146,-0.760254,0.138916
1709144271829548,-0.552002,-0.731934,0.224365
1709144271833484,-0.552002,-0.701904,0.0964355
1709144271837449,-0.662109,-0.826904,0.0964355
1709144271841406,-0.683838,-0.616455,0.129883
1709144271845349,-0.683838,-0.574951,0.16333
1709144271849270,-0.5896,-0.699951,0.16333
1709144271853229,-0.74707,-0.687744,0.00415039
1709144271857134,-0.74707,-0.745605,0.0129394
1709144271861063,-0.63208,-0.683105,0.0129394
1709144271865062,-0.73291,-0.680176,-0.0283203
1709144271869011,-0.73291,-0.680176,0.128174
1709144271872981,-0.612793,-0.532227,0.128174
1709144271876892,-0.721436,-0.891602,0.0148926
1709144271880866,-0.721436,-0.891602,-0.0109863
1709144271884813,-0.777344,-0.791748,-0.0109863
1709144271888714,-0.60083,-0.671631,0.127441
1709144271892653,-0.60083,-0.671631,0.0651855
1709144271896621,-0.680176,-0.69043,0.0651855
1709144271900578,-0.69751,-0.709961,0.15625
1709144271904529,-0.69751,-0.709961,0.17334
1709144271908459,-0.688477,-0.899902,0.17334
1709144271912427,-0.667236,-0.552734,0.147461
1709144271916377,-0.667236,-0.552734,0.17749
1709144271920271,-0.633301,-0.467041,0.11499
1709144271924210,-0.676025,-0.767822,0.0598144
1709144271928149,-0.801025,-0.767822,0.0483398
1709144271932084,-0.691406,-0.602539,0.17334
1709144271936058,-0.711914,-0.564697,0.0703125
1709144271939992,-0.711914,-0.564697,0.0703125
1709144271943916,-0.756104,-0.611816,-0.00805664
1709144271947817,-0.780273,-0.553711,-0.00585938
1709144271951763,-0.717773,-0.553711,-0.00585938
1709144271955741,-0.741943,-0.769775,0.0473633
1709144271959688,-0.741943,-0.588135,0.0688477
1709144271963641,-0.740723,-0.588135,0.0688477
1709144271967595,-0.772217,-0.818359,0.0107422
1709144271971538,-0.772217,-0.665771,0.134521
1709144271975555,-0.717285,-0.665771,0.134521
1709144271979491,-0.662354,-0.800293,0.130127
1709144271983409,-0.662354,-0.865967,0.0444336
1709144271987365,-0.782227,-0.865967,0.0444336
1709144271991347,-0.696045,-0.645264,0.205566
1709144271995244,-0.696045,-0.77002,0.231201
1709144271999174,-0.642822,-0.77002,0.231201
1709144272003117,-0.865723,-0.764893,0.0537109
1709144272007064,-0.865723,-0.798828,0.115723
1709144272011058,-0.681396,-0.673828,0.115723
1709144272014989,-0.804443,-0.605469,0.0334473
1709144272018914,-0.804443,-0.610596,0.145508
1709144272022863,-0.663574,-0.423096,0.145508
1709144272026821,-0.773926,-0.710938,0.0280762
1709144272030760,-0.773926,-0.710938,-0.0227051
1709144272034676,-0.834229,-0.617432,-0.0227051
1709144272038634,-0.682617,-0.439209,0.0827637
1709144272042548,-0.682617,-0.439209,0.0598144
1709144272046521,-0.758545,-0.463867,0.0598144
1709144272050486,-0.709961,-0.395996,0.0893555
1709144272054401,-0.709961,-0.395996,0.0227051
1709144272058341,-0.834717,-0.714844,0.0227051
1709144272062288,-0.77832,-0.432373,0.134033
1709144272066227,-0.77832,-0.432373,0.139404
1709144272070139,-0.682861,-0.366699,0.139404
1709144272074092,-0.935059,-0.80957,0.0397949
1709144272078040,-0.935059,-0.80957,0.0112305
1709144272082000,-0.780029,-0.580811,0.19873
1709144272085974,-0.75708,-0.495605,0.137695
1709144272089918,-0.69458,-0.495605,0.149658
1709144272093844,-0.860352,-0.560791,0.0246582
1709144272097786,-0.855713,-0.665039,0.0952148
1709144272101762,-0.793213,-0.665039,0.0893555
1709144272105699,-0.841553,-0.715576,0.0893555
1709144272109641,-0.823975,-0.432861,0.0622559
1709144272113574,-0.761475,-0.432861,0.0622559
1709144272117522,-0.769287,-0.589844,0.0163574
1709144272121463,-0.769287,-0.548828,0.00048828
1709144272125437,-0.888184,-0.548828,0.00048828
1709144272129328,-0.731934,-0.551514,0.12915
1709144272133264,-0.731934,-0.591309,0.00830078
1709144272137227,-0.85791,-0.591309,0.00830078
1709144272141185,-0.847168,-0.493896,0.0788574
1709144272145138,-0.847168,-0.572998,0.163574
1709144272149098,-0.754639,-0.572998,0.163574
1709144272153071,-0.875732,-0.596436,0.0805664
1709144272156948,-0.875732,-0.583252,0.0947266
1709144272160905,-0.787598,-0.583252,0.0947266
1709144272164854,-0.847168,-0.548584,0.0930176
1709144272168817,-0.847168,-0.549805,0.225342
1709144272172793,-0.724609,-0.299805,0.225342
1709144272176712,-0.858154,-0.709229,0.0681152
1709144272180689,-0.858154,-0.724609,0.059082
1709144272184600,-0.878906,-0.474609,0.059082
1709144272188533,-0.76709,-0.414307,0.0541992
1709144272192484,-0.76709,-0.391113,0.0637207
1709144272196504,-0.866943,-0.453613,0.0637207
1709144272200468,-0.781982,-0.436279,0.0976562
1709144272204418,-0.781982,-0.436279,-0.0136719
1709144272208368,-0.86792,-0.649902,-0.0136719
1709144272212296,-0.824951,-0.384766,0.0783691
1709144272216285,-0.824951,-0.384766,0.0898438
1709144272220211,-0.731201,-0.388184,0.0898438
1709144272224150,-1.00586,-0.724609,0.015625
1709144272228090,-1.00586,-0.724609,0.16626
1709144272232006,-0.77002,-0.463379,0.16626
1709144272235963,-0.848145,-0.537842,0.0739746
1709144272239911,-0.848145,-0.537842,0.0974121
1709144272243862,-0.906738,-0.459229,0.0974121
1709144272247807,-0.81665,-0.575195,0.152344
1709144272251741,-0.81665,-0.575195,0.15625
1709144272255683,-0.91748,-0.651855,0.09375
1709144272259638,-0.93457,-0.34668,0.0917969
1709144272263575,-0.80957,-0.34668,0.106445
1709144272267488,-0.858154,-0.438232,0.0439453
1709144272271427,-0.862061,-0.406982,0.0683594
1709144272275365,-0.924561,-0.406982,0.0683594
1709144272279309,-0.801514,-0.411377,0.0942383
1709144272283247,-0.807617,-0.477051,0.00585938
1709144272287186,-0.932617,-0.477051,0.00585938
1709144272291136,-0.849609,-0.347656,0.0610352
1709144272295087,-0.849609,-0.378418,0.0693359
1709144272299037,-0.838379,-0.378418,0.0693359
1709144272302976,-0.902588,-0.414551,0.0908203
1709144272306986,-0.902588,-0.438721,0.0539551
1709144272310936,-0.873291,-0.438721,0.0539551
1709144272314877,-0.910645,-0.48584,0.0810547
1709144272318817,-0.910645,-0.317139,0.181396
1709144272322766,-0.830811,-0.317139,0.181396
1709144272326707,-0.864258,-0.533936,0.0859375
1709144272330644,-0.864258,-0.562012,0.0847168
1709144272334604,-0.920654,-0.499512,0.0847168
1709144272338550,-0.840088,-0.408936,0.111572
1709144272342502,-0.840088,-0.406738,0.118896
1709144272346464,-0.871094,-0.406738,0.118896
1709144272350430,-0.88916,-0.382812,0.0727539
1709144272354362,-0.88916,-0.43457,0.013916
1709144272358294,-0.918945,-0.49707,0.013916
1709144272362233,-0.90918,-0.300049,0.0788574
1709144272366170,-0.90918,-0.287109,0.349121
1709144272370129,-0.397217,-0.224609,0.349121
