t,fx,fy,fz,tx,ty,tz
1708857848467937,-0.17225,-0.809158,10.1103,0.416834,-1.09455,-0.148615
1708857848469366,-0.150489,-1.00695,10.0847,0.431147,-1.09645,-0.148271
1708857848470786,-0.130075,-0.948264,10.1363,0.427649,-1.09306,-0.14834
1708857848472216,-0.136125,-0.858299,10.0819,0.42125,-1.09179,-0.147861
1708857848473655,-0.168651,-0.885558,10.0536,0.424491,-1.0985,-0.147518
1708857848475092,-0.102646,-0.776146,10.0577,0.417127,-1.0896,-0.147639
1708857848476506,-0.073428,-0.908248,10.0278,0.425391,-1.08896,-0.148743
1708857848477947,-0.053003,-0.980473,10.0679,0.429784,-1.09092,-0.148334
1708857848479382,-0.065402,-0.890878,10.0969,0.422304,-1.09323,-0.148053
1708857848480836,-0.081624,-0.96263,10.0346,0.429365,-1.08667,-0.149893
1708857848482265,-0.131839,-0.881879,10.0344,0.422935,-1.0983,-0.149685
1708857848483706,-0.045358,-0.834522,10.0652,0.418544,-1.08768,-0.147799
1708857848485112,-0.009468,-0.966415,10.0368,0.427905,-1.08751,-0.148118
1708857848486546,0.016657,-0.969985,10.0497,0.427603,-1.0854,-0.149298
1708857848488000,-0.085018,-0.96567,10.1227,0.42826,-1.09409,-0.147348
1708857848489423,-0.073996,-0.969849,10.0306,0.429054,-1.0889,-0.14768
1708857848490886,-0.16802,-0.9216,10.0602,0.424273,-1.09706,-0.148161
1708857848492331,-0.157503,-0.92646,10.0543,0.425301,-1.09554,-0.147108
1708857848493721,-0.099261,-0.920298,10.0746,0.425951,-1.09054,-0.148284
1708857848495162,-0.084458,-0.984559,10.0673,0.428015,-1.09052,-0.148569
1708857848496591,-0.088896,-1.01289,10.1229,0.431654,-1.09173,-0.147718
1708857848498045,-0.214812,-0.955142,10.1149,0.424824,-1.09848,-0.147674
1708857848499459,-0.184084,-0.943991,10.0904,0.427106,-1.0928,-0.148603
1708857848500866,-0.266538,-0.948369,10.093,0.426298,-1.10246,-0.147682
1708857848502300,-0.227405,-0.922346,10.152,0.424578,-1.0952,-0.14799
1708857848503741,-0.24867,-1.00651,10.1385,0.429539,-1.10186,-0.148301
1708857848505170,-0.150639,-1.01003,10.1613,0.430901,-1.09428,-0.147773
1708857848506590,-0.177876,-0.998231,10.1841,0.429326,-1.097,-0.147747
1708857848508031,-0.185313,-0.960775,10.1216,0.428454,-1.09519,-0.148454
1708857848509469,-0.285412,-0.926346,10.1459,0.424396,-1.10199,-0.147604
1708857848510938,-0.325227,-0.924723,10.146,0.426009,-1.10039,-0.147816
1708857848512316,-0.376922,-0.97349,10.1165,0.428133,-1.10683,-0.148249
1708857848513791,-0.372558,-0.984482,10.1619,0.427779,-1.1042,-0.148182
1708857848515192,-0.262233,-1.00639,10.1311,0.429997,-1.09967,-0.148146
1708857848516648,-0.139349,-0.980402,10.1441,0.428817,-1.09457,-0.148598
1708857848518051,-0.163085,-0.888242,10.12,0.423574,-1.09474,-0.148477
1708857848519496,-0.22294,-0.9225,10.0903,0.424781,-1.09691,-0.148604
1708857848520950,-0.3107,-0.915364,10.1293,0.424998,-1.10222,-0.148656
1708857848522360,-0.379786,-0.935372,10.1619,0.427065,-1.10798,-0.148206
1708857848523782,-0.261348,-0.980536,10.1229,0.429426,-1.10073,-0.148428
1708857848525219,-0.162339,-0.96182,10.1369,0.426874,-1.09684,-0.14821
1708857848526685,-0.05663,-0.910589,10.0815,0.425128,-1.08776,-0.148293
1708857848528095,-0.121628,-0.865857,10.0436,0.423775,-1.09401,-0.148459
1708857848529521,-0.088891,-0.839786,10.0043,0.420292,-1.08996,-0.148371
1708857848530938,-0.22532,-0.874606,9.98385,0.422705,-1.09744,-0.148196
1708857848532412,-0.288832,-0.888473,10.0295,0.424176,-1.10239,-0.148919
1708857848533815,-0.231244,-0.900707,10.0679,0.424614,-1.09836,-0.148368
1708857848535259,-0.127634,-0.929383,9.99938,0.425434,-1.09577,-0.148121
1708857848536695,0.01658,-0.876482,10.1104,0.423238,-1.08384,-0.14843
1708857848538119,0.015671,-0.873329,10.0498,0.424815,-1.09007,-0.148809
1708857848539549,0.062737,-0.849176,10.0647,0.422616,-1.08138,-0.147974
1708857848540967,-0.057097,-0.882781,10.0819,0.425687,-1.09046,-0.148181
1708857848542400,-0.218501,-0.910583,10.0149,0.424027,-1.09647,-0.148028
1708857848543848,-0.322761,-0.922579,10.1471,0.427797,-1.10424,-0.147583
1708857848545275,-0.284877,-0.897566,10.0465,0.423625,-1.10114,-0.147707
1708857848546690,-0.102449,-0.903354,10.0599,0.425281,-1.09407,-0.148063
1708857848548133,0.008255,-0.864835,10.096,0.42295,-1.08502,-0.14792
1708857848549586,0.026539,-0.887784,10.057,0.422202,-1.08647,-0.148521
1708857848551037,-0.050372,-0.91565,10.1507,0.427052,-1.08822,-0.148093
1708857848552458,-0.303768,-0.941676,10.0924,0.425766,-1.10088,-0.148032
1708857848553860,-0.47433,-0.970697,10.1483,0.428748,-1.10847,-0.147874
1708857848555297,-0.60107,-0.940074,10.1263,0.426213,-1.11534,-0.147709
1708857848556740,-0.676177,-0.93433,10.1569,0.426835,-1.12182,-0.148319
1708857848558173,-0.549456,-0.932763,10.1476,0.425571,-1.11482,-0.148389
1708857848559593,-0.351622,-0.948649,10.1622,0.427524,-1.10411,-0.147804
1708857848561028,-0.296735,-0.965094,10.1976,0.427467,-1.09853,-0.148958
1708857848562465,-0.433599,-1.0047,10.2157,0.43027,-1.10625,-0.14861
1708857848563881,-0.643475,-0.973755,10.2097,0.42764,-1.11886,-0.148531
1708857848565313,-0.792115,-0.924784,10.2111,0.425801,-1.12627,-0.148191
1708857848566755,-0.820284,-0.932919,10.157,0.425293,-1.12846,-0.148903
1708857848568193,-0.673606,-0.927573,10.2015,0.425159,-1.12336,-0.148815
1708857848569621,-0.396975,-0.953574,10.1923,0.427091,-1.10483,-0.148132
1708857848571076,-0.330138,-0.980267,10.2218,0.427338,-1.10115,-0.148395
1708857848572516,-0.429381,-1.00198,10.2305,0.429856,-1.10275,-0.148569
1708857848573921,-0.737982,-0.979775,10.2576,0.429691,-1.12345,-0.148031
1708857848575360,-0.904904,-0.950108,10.2125,0.425876,-1.13212,-0.148135
1708857848576792,-1.0001,-0.957552,10.2437,0.425265,-1.13718,-0.148188
1708857848578215,-0.81321,-0.954141,10.2278,0.426365,-1.13156,-0.147801
1708857848579653,-0.458411,-0.995061,10.2627,0.429329,-1.10558,-0.147607
1708857848581088,-0.304601,-1.0182,10.2302,0.430809,-1.10118,-0.148406
1708857848582507,-0.259464,-1.0046,10.2066,0.430459,-1.09184,-0.148132
1708857848583939,-0.711445,-0.947855,10.1657,0.428043,-1.1219,-0.147881
1708857848585372,-0.895887,-0.894503,10.1126,0.424755,-1.12951,-0.148231
1708857848586813,-1.05736,-0.90408,10.1538,0.423781,-1.14265,-0.147488
1708857848588234,-0.828526,-0.929871,10.1273,0.425119,-1.13052,-0.14855
1708857848589670,-0.439486,-0.961634,10.1316,0.427482,-1.10482,-0.148291
1708857848591106,-0.164043,-0.978195,10.129,0.428436,-1.09554,-0.148601
1708857848592552,0.020546,-0.918408,10.141,0.426688,-1.07828,-0.148615
1708857848593999,-0.386451,-0.866911,10.1303,0.424809,-1.10366,-0.1482
1708857848595406,-0.699436,-0.818361,10.148,0.421,-1.12152,-0.148045
1708857848596829,-0.863383,-0.86601,10.1428,0.4222,-1.13156,-0.147983
1708857848598297,-0.683413,-0.933955,10.1421,0.426191,-1.12566,-0.148229
1708857848599691,-0.244244,-0.943148,10.1523,0.425013,-1.09764,-0.148127
1708857848601146,-0.065461,-0.901618,10.0882,0.426351,-1.09085,-0.149225
1708857848602562,0.124368,-0.866639,10.0546,0.423851,-1.07513,-0.149177
1708857848604016,-0.139508,-0.761167,10.0875,0.416702,-1.09082,-0.148111
1708857848605452,-0.509086,-0.850429,10.092,0.423195,-1.11299,-0.149
1708857848606874,-0.645219,-0.890467,10.1099,0.425331,-1.12033,-0.148651
1708857848608293,-0.486034,-0.86681,10.2229,0.421894,-1.11842,-0.148133
1708857848609736,-0.044507,-0.981708,10.1129,0.42932,-1.08644,-0.148388
1708857848611172,0.12492,-0.911031,10.1565,0.427522,-1.08132,-0.148321
1708857848612587,0.332116,-0.826042,10.1577,0.4179,-1.06644,-0.149188
1708857848614027,-0.087943,-0.969988,10.0978,0.430619,-1.08685,-0.14863
1708857848615463,-0.465193,-0.924278,10.132,0.424894,-1.11215,-0.148066
1708857848616907,-0.668375,-0.924302,10.1868,0.423426,-1.12011,-0.148019
1708857848618315,-0.710654,-1.00856,10.0833,0.432147,-1.12998,-0.148299
1708857848619751,-0.257044,-0.927819,10.1142,0.424767,-1.09573,-0.148009
1708857848621179,-0.143106,-0.904694,10.0743,0.424663,-1.09573,-0.148684
1708857848622652,-0.016067,-0.928391,10.0879,0.426173,-1.08264,-0.148809
1708857848624063,-0.313415,-0.890614,10.1601,0.423104,-1.10042,-0.147947
1708857848625480,-0.561043,-0.989496,10.1496,0.431947,-1.11467,-0.148237
1708857848626914,-0.650243,-0.937529,10.194,0.426324,-1.12009,-0.148684
1708857848628353,-0.591377,-0.967474,10.1721,0.426101,-1.12112,-0.14798
1708857848629779,-0.207599,-1.01111,10.0704,0.432712,-1.09362,-0.147945
1708857848631228,-0.167312,-0.889158,10.1211,0.423352,-1.09583,-0.147821
1708857848632651,-0.157197,-0.905689,10.0822,0.424885,-1.08884,-0.14821
1708857848634110,-0.542006,-0.9936,10.1505,0.429674,-1.11563,-0.14734
1708857848635539,-0.704593,-0.941378,10.1645,0.425909,-1.12121,-0.148281
1708857848636949,-0.789823,-0.995464,10.2135,0.431333,-1.12891,-0.147812
1708857848638387,-0.543492,-0.975623,10.1255,0.427905,-1.116,-0.148427
1708857848639811,-0.227411,-0.936804,10.1368,0.424622,-1.09531,-0.148008
1708857848641240,-0.124652,-0.956685,10.1061,0.426878,-1.09603,-0.148272
1708857848642687,-0.076443,-0.892068,10.2182,0.423857,-1.08486,-0.148103
1708857848644126,-0.439597,-1.01021,10.223,0.428674,-1.10933,-0.148756
1708857848645538,-0.518912,-1.06438,10.2242,0.432313,-1.11101,-0.149089
1708857848647019,-0.515561,-0.988365,10.286,0.429502,-1.11708,-0.148151
1708857848648425,-0.238344,-1.00982,10.1926,0.430812,-1.09793,-0.147689
1708857848649834,-0.025417,-0.970654,10.1126,0.427447,-1.08781,-0.148287
1708857848651273,0.063412,-0.903327,10.1632,0.422636,-1.08143,-0.148396
1708857848652712,-0.062655,-0.947816,10.1724,0.427341,-1.08765,-0.148977
1708857848654146,-0.372881,-0.945897,10.193,0.428255,-1.1078,-0.147912
1708857848655591,-0.486084,-0.970804,10.1851,0.428768,-1.1101,-0.14876
1708857848657024,-0.456459,-0.944177,10.1788,0.428614,-1.11455,-0.148038
1708857848658463,-0.186066,-0.85726,10.0891,0.421554,-1.09513,-0.148494
1708857848659855,-0.031104,-0.883345,10.1268,0.424768,-1.08695,-0.14826
1708857848661312,0.055015,-0.871194,10.0559,0.422799,-1.08303,-0.148914
1708857848662750,-0.088318,-0.854196,10.1587,0.423006,-1.08908,-0.147268
1708857848664160,-0.368785,-0.95171,10.0788,0.427718,-1.1048,-0.147753
1708857848665581,-0.479832,-0.929388,10.1086,0.426606,-1.10971,-0.148584
1708857848667026,-0.393103,-0.865056,10.0861,0.423299,-1.10852,-0.147361
1708857848668465,-0.14281,-0.847473,10.0363,0.423805,-1.09441,-0.148319
1708857848669905,0.024941,-0.808899,9.9802,0.41918,-1.08451,-0.148193
1708857848671319,-0.00846,-0.839923,10.0416,0.423043,-1.08473,-0.148621
1708857848672749,-0.230163,-0.881789,9.99167,0.423287,-1.09751,-0.148183
1708857848674180,-0.43225,-0.893027,10.0404,0.424326,-1.1065,-0.147622
1708857848675656,-0.461358,-0.944633,10.0258,0.428807,-1.11158,-0.148441
1708857848677083,-0.38864,-0.87994,9.98519,0.423312,-1.10615,-0.148512
1708857848678480,-0.221887,-0.825253,10.022,0.419342,-1.09777,-0.147503
1708857848679921,-0.074736,-0.931796,10.0007,0.429733,-1.09187,-0.147471
1708857848681349,-0.045587,-0.930793,9.98262,0.422432,-1.08695,-0.147882
1708857848682772,-0.299391,-1.01795,10.0848,0.433198,-1.09735,-0.149064
1708857848684202,-0.580244,-0.982919,9.96534,0.427183,-1.11821,-0.148852
1708857848685669,-0.765297,-0.994309,10.0376,0.430838,-1.12211,-0.14784
1708857848687127,-0.943099,-0.887734,9.89213,0.421787,-1.13248,-0.148062
1708857848688527,-1.04116,-0.854223,9.92967,0.420133,-1.13692,-0.148629
1708857848689944,-0.92608,-0.934904,9.98496,0.425394,-1.13303,-0.147714
1708857848691373,-0.671552,-0.948296,9.92698,0.425735,-1.11576,-0.148924
1708857848692840,-0.69945,-0.954598,10.0656,0.428365,-1.11849,-0.148501
1708857848694288,-0.926385,-0.976566,10.0602,0.42974,-1.12971,-0.148787
1708857848695678,-1.08358,-0.935718,10.076,0.424957,-1.1399,-0.148714
1708857848697111,-1.06214,-0.933161,10.1294,0.424085,-1.13685,-0.148255
1708857848698544,-0.812892,-0.927778,10.1276,0.425782,-1.12881,-0.148285
1708857848699978,-0.608469,-0.99222,10.1794,0.429562,-1.11496,-0.14843
1708857848701406,-0.473521,-1.02856,10.1019,0.43222,-1.10729,-0.148969
1708857848702834,-0.513568,-0.946496,10.1555,0.426012,-1.10699,-0.147689
1708857848704279,-0.861501,-0.977728,10.1134,0.427885,-1.12869,-0.148254
1708857848705711,-1.0498,-0.907444,10.1073,0.424379,-1.14008,-0.14792
1708857848707119,-1.05623,-0.872655,10.1814,0.419093,-1.13822,-0.148219
1708857848708557,-0.732081,-1.0005,10.1882,0.428541,-1.12424,-0.148517
1708857848710029,-0.456882,-1.03816,10.2249,0.432324,-1.10836,-0.148198
1708857848711457,-0.400313,-1.03263,10.2229,0.430547,-1.10446,-0.14875
1708857848712856,-0.340369,-1.04373,10.186,0.43142,-1.0954,-0.14745
1708857848714289,-0.811378,-1.00117,10.2347,0.428432,-1.12748,-0.14842
1708857848715785,-0.968485,-0.953162,10.1364,0.426574,-1.13352,-0.148567
1708857848717215,-1.17875,-0.953793,10.2017,0.427541,-1.14687,-0.147356
1708857848718613,-1.02198,-0.972815,10.1373,0.426638,-1.14161,-0.148716
1708857848720022,-0.654175,-1.01351,10.0978,0.431776,-1.11225,-0.14753
1708857848721457,-0.559412,-0.956477,10.1327,0.427057,-1.11519,-0.14853
1708857848722901,-0.483181,-0.866912,10.1134,0.421854,-1.10451,-0.149197
1708857848724359,-0.837297,-0.880183,10.0372,0.423954,-1.12667,-0.147289
1708857848725780,-1.03475,-0.810341,10.058,0.418251,-1.13539,-0.148746
1708857848727208,-1.11965,-0.811895,10.0913,0.419465,-1.14364,-0.147907
1708857848728658,-0.787703,-0.88806,10.0959,0.425558,-1.126,-0.148714
1708857848730084,-0.464024,-0.868719,10.0755,0.424226,-1.10946,-0.14969
1708857848731505,-0.218924,-0.892188,10.1208,0.424705,-1.09598,-0.148434
1708857848732944,-0.125847,-0.865482,10.0512,0.422901,-1.08837,-0.148006
1708857848734380,-0.367284,-0.846952,10.0373,0.422362,-1.10009,-0.148557
1708857848735818,-0.685229,-0.87663,10.0327,0.423999,-1.12202,-0.149374
1708857848737257,-0.713123,-0.856724,10.0726,0.422087,-1.12347,-0.147999
1708857848738645,-0.637206,-0.879741,9.9814,0.421471,-1.12244,-0.147634
1708857848740080,-0.287734,-0.929115,9.98372,0.426755,-1.09933,-0.149339
1708857848741532,-0.151315,-0.896068,9.9905,0.424103,-1.09425,-0.148625
1708857848742960,-0.124931,-0.899554,9.99835,0.426224,-1.09052,-0.148475
1708857848744368,-0.411283,-0.956337,9.95669,0.427919,-1.1034,-0.148101
1708857848745816,-0.689686,-0.95323,10.0431,0.427709,-1.12355,-0.148445
1708857848747299,-0.732226,-0.920223,9.97369,0.427931,-1.12119,-0.14899
1708857848748696,-0.646456,-0.938126,9.96641,0.426721,-1.12471,-0.148579
1708857848750103,-0.257793,-0.992915,9.94646,0.425938,-1.09781,-0.148738
1708857848751543,-0.188056,-0.985788,9.93237,0.426587,-1.09574,-0.147743
1708857848752976,-0.120026,-0.92274,9.92901,0.425704,-1.0894,-0.148944
1708857848754411,-0.329062,-0.911257,9.94751,0.425484,-1.10049,-0.148164
1708857848755828,-0.535584,-0.928042,9.91238,0.423814,-1.116,-0.147748
1708857848757259,-0.590586,-0.81562,9.98764,0.419973,-1.11445,-0.147472
1708857848758706,-0.418338,-0.843652,9.93914,0.420265,-1.11038,-0.148573
1708857848760120,-0.131513,-0.91266,9.95951,0.424968,-1.0913,-0.148916
1708857848761578,-0.077924,-0.910286,9.96732,0.426027,-1.09284,-0.148836
1708857848762993,-0.159545,-0.951615,10.0441,0.427631,-1.09119,-0.148927
1708857848764432,-0.540264,-0.945449,10.0018,0.428901,-1.11445,-0.149606
1708857848765844,-0.623337,-0.910392,10.0184,0.424164,-1.11828,-0.148493
1708857848767285,-0.578462,-0.927442,10.0277,0.425003,-1.11968,-0.147479
1708857848768725,-0.214918,-0.96959,10.032,0.428157,-1.09672,-0.147615
1708857848770162,-0.079154,-0.996434,9.99189,0.430273,-1.08894,-0.148377
1708857848771606,-0.108405,-1.06266,10.0146,0.43106,-1.09193,-0.149011
1708857848773012,-0.342739,-0.969507,10.032,0.427017,-1.1028,-0.148209
1708857848774477,-0.497543,-0.957656,10.0792,0.42783,-1.11391,-0.148502
1708857848775893,-0.438511,-1.0116,10.0335,0.430385,-1.10581,-0.148406
1708857848777328,-0.425956,-0.958313,10.0853,0.427499,-1.10956,-0.148921
1708857848778746,-0.222013,-1.0382,10.0627,0.430863,-1.09479,-0.147953
1708857848780186,-0.200015,-1.05015,10.0407,0.433991,-1.09773,-0.148018
1708857848781620,-0.249876,-0.951356,10.0704,0.42535,-1.09655,-0.147015
1708857848783057,-0.588718,-0.940079,10.0272,0.426622,-1.11728,-0.147977
1708857848784472,-0.599049,-0.916479,10.0022,0.42471,-1.11413,-0.148894
1708857848785913,-0.629017,-0.903738,10.0732,0.425586,-1.12178,-0.147927
1708857848787346,-0.413985,-0.936466,10.0253,0.426855,-1.10567,-0.14791
1708857848788809,-0.230922,-0.916592,10.0221,0.424193,-1.0972,-0.14841
1708857848790211,-0.218298,-0.913207,10.0065,0.424434,-1.09825,-0.148711
1708857848791644,-0.221626,-0.861892,9.98369,0.42263,-1.09408,-0.14804
1708857848793073,-0.381123,-0.829819,9.95419,0.419939,-1.10501,-0.148151
1708857848794508,-0.553398,-0.90619,9.93304,0.424536,-1.10974,-0.148844
1708857848795921,-0.711503,-0.928672,9.88244,0.424266,-1.12215,-0.148462
1708857848797361,-0.746899,-0.909374,9.89024,0.425648,-1.12114,-0.148542
1708857848798818,-0.822381,-0.92064,9.83806,0.425832,-1.12542,-0.148434
1708857848800257,-0.792175,-0.852952,9.85195,0.421326,-1.12533,-0.148317
1708857848801652,-0.723223,-0.89343,9.85969,0.422942,-1.12053,-0.148067
1708857848803127,-0.64445,-0.929271,9.90527,0.427025,-1.11423,-0.148165
1708857848804540,-0.791181,-0.931048,9.94356,0.424577,-1.12412,-0.148734
1708857848806000,-0.931382,-1.00481,9.95446,0.430493,-1.13204,-0.148653
1708857848807423,-0.883357,-0.960058,9.91615,0.427877,-1.12783,-0.147915
1708857848808853,-0.84089,-0.867632,9.9067,0.424091,-1.1302,-0.14825
1708857848810302,-0.720675,-0.876718,9.87534,0.424244,-1.12047,-0.147918
1708857848811734,-0.677916,-0.892925,9.88201,0.423326,-1.11651,-0.148051
1708857848813119,-0.77707,-0.926318,9.92912,0.426152,-1.12063,-0.148204
1708857848814547,-1.00385,-0.951114,9.93994,0.427942,-1.13744,-0.148253
1708857848815986,-1.12309,-0.923365,9.92493,0.425577,-1.13844,-0.148171
1708857848817426,-1.20137,-0.85496,9.98553,0.421685,-1.14771,-0.148376
1708857848818845,-0.937318,-0.84677,9.9975,0.420748,-1.13247,-0.14848
1708857848820291,-0.669355,-0.835865,10.0326,0.420064,-1.11766,-0.148433
1708857848821719,-0.520586,-0.940417,10.0707,0.425643,-1.11123,-0.148602
1708857848823159,-0.442779,-0.988051,10.0786,0.429575,-1.09932,-0.148167
1708857848824587,-0.851332,-0.967888,10.0592,0.42644,-1.12869,-0.148588
1708857848826045,-1.10082,-0.913934,10.0379,0.424795,-1.13718,-0.148586
1708857848827454,-1.24728,-0.920888,9.99623,0.4247,-1.14874,-0.147273
1708857848828889,-1.14803,-0.901569,10.0689,0.422377,-1.14169,-0.148284
1708857848830322,-0.850999,-0.962377,10.066,0.426506,-1.12921,-0.149113
1708857848831775,-0.635907,-1.04457,10.1045,0.431378,-1.11521,-0.148224
1708857848833203,-0.570791,-1.04209,10.1876,0.43309,-1.1117,-0.148426
1708857848834651,-0.696905,-0.970658,10.1178,0.426413,-1.11746,-0.148836
1708857848836084,-0.882078,-0.960745,10.1124,0.428339,-1.1319,-0.149185
1708857848837519,-0.842564,-0.941145,10.0822,0.425653,-1.12692,-0.14816
1708857848838916,-0.64807,-0.980844,10.0738,0.42732,-1.11842,-0.147881
1708857848840367,-0.547349,-1.00517,10.0953,0.430847,-1.11201,-0.148553
1708857848841788,-0.580934,-1.00246,10.1039,0.430709,-1.11326,-0.148127
1708857848843197,-0.739964,-1.03074,10.1128,0.431254,-1.12135,-0.148434
1708857848844635,-0.911539,-0.951876,10.0522,0.428038,-1.13207,-0.14883
1708857848846069,-1.00912,-0.935997,10.0836,0.425069,-1.13406,-0.148198
1708857848847532,-0.952039,-0.975295,10.0374,0.427151,-1.13547,-0.148839
1708857848848926,-0.660079,-0.955695,10.0334,0.427188,-1.11654,-0.149218
1708857848850364,-0.575366,-0.91373,10.0255,0.425815,-1.11328,-0.148618
1708857848851792,-0.545156,-0.976288,10.0178,0.428313,-1.10736,-0.148736
1708857848853268,-0.793497,-0.934291,9.99719,0.426973,-1.12575,-0.148947
1708857848854684,-0.95774,-0.896743,9.96056,0.423689,-1.13117,-0.148357
1708857848856098,-1.04113,-0.920543,9.97071,0.423305,-1.13711,-0.147396
1708857848857530,-0.851261,-0.925385,9.93861,0.425837,-1.1309,-0.147814
1708857848858980,-0.507213,-0.947379,9.91892,0.428157,-1.10963,-0.148633
1708857848860388,-0.414476,-0.920187,9.9475,0.427918,-1.10672,-0.14919
1708857848861822,-0.341462,-0.946516,9.96308,0.425519,-1.10131,-0.148143
1708857848863263,-0.379264,-0.928474,9.88094,0.42886,-1.10295,-0.147812
1708857848864694,-0.646991,-0.860374,9.92627,0.422583,-1.11805,-0.148703
1708857848866110,-0.784905,-0.859862,9.89799,0.422784,-1.12808,-0.148426
1708857848867557,-0.609076,-0.950489,9.87447,0.426059,-1.11753,-0.148393
1708857848868992,-0.30791,-0.931545,9.93298,0.425431,-1.10237,-0.147819
1708857848870434,-0.113546,-0.965564,9.90683,0.427598,-1.09058,-0.148983
1708857848871864,-0.157221,-0.950841,9.90139,0.42872,-1.09339,-0.148046
1708857848873286,-0.318901,-0.908129,9.84,0.423727,-1.09883,-0.148412
1708857848874716,-0.558195,-0.900114,9.83627,0.42505,-1.11604,-0.147941
1708857848876152,-0.601674,-0.848869,9.9048,0.422216,-1.1148,-0.147422
1708857848877592,-0.558091,-0.892961,9.92572,0.42251,-1.11983,-0.148933
1708857848879033,-0.208601,-0.921997,9.91544,0.426721,-1.09724,-0.148809
1708857848880448,-0.041327,-0.860112,9.97382,0.423059,-1.09078,-0.148716
1708857848881893,0.116471,-0.884978,9.91889,0.423404,-1.07919,-0.148693
1708857848883323,0.083432,-0.904028,9.93592,0.426527,-1.08096,-0.14826
1708857848884735,-0.170224,-0.816675,9.96589,0.418478,-1.09408,-0.14877
1708857848886168,-0.385691,-0.840524,9.92502,0.424218,-1.10828,-0.1482
1708857848887614,-0.351287,-0.876984,9.91674,0.423728,-1.10736,-0.148499
1708857848889048,-0.068879,-0.856572,9.99726,0.421164,-1.09082,-0.148139
1708857848890464,0.126647,-0.952276,9.95859,0.42963,-1.08106,-0.1488
1708857848891900,0.168883,-0.907411,9.96438,0.425268,-1.07676,-0.148801
1708857848893348,-0.019691,-0.911723,9.99872,0.42505,-1.08566,-0.147477
1708857848894779,-0.271365,-0.936088,9.96468,0.429733,-1.1003,-0.1474
1708857848896192,-0.486664,-0.885835,9.95643,0.421398,-1.11396,-0.147993
1708857848897637,-0.432812,-0.976569,9.90378,0.42902,-1.10795,-0.14844
1708857848899074,-0.413666,-0.978842,9.8599,0.430063,-1.10857,-0.147454
1708857848900510,-0.350046,-0.89927,9.85554,0.421681,-1.10099,-0.148122
1708857848901927,-0.392621,-0.982737,9.75863,0.429964,-1.10375,-0.1486
1708857848903361,-0.603572,-0.95663,9.73143,0.427716,-1.11634,-0.147619
1708857848904796,-0.725025,-0.899109,9.72294,0.42351,-1.11556,-0.147779
1708857848906233,-1.16564,-0.98468,9.72911,0.430153,-1.1445,-0.148261
1708857848907681,-1.29704,-0.938727,9.74218,0.424726,-1.14776,-0.149347
1708857848909092,-1.40714,-0.932616,9.73797,0.425842,-1.15737,-0.148272
1708857848910553,-1.09364,-0.951193,9.70454,0.425609,-1.14155,-0.148202
1708857848911969,-0.881218,-0.932189,9.71599,0.425309,-1.12192,-0.148618
1708857848913405,-1.03126,-0.978517,9.68714,0.426063,-1.13516,-0.14915
1708857848914846,-1.291,-0.864114,9.71094,0.422087,-1.14284,-0.148951
1708857848916271,-1.5483,-0.915538,9.74651,0.424928,-1.16306,-0.148313
