t,fx,fy,fz,tx,ty,tz
1709144270219191,-0.037177,-0.894018,9.71376,0.416631,-1.08554,-0.158077
1709144270220602,-0.0443,-0.920187,9.68226,0.415656,-1.08376,-0.15862
1709144270222017,-0.087402,-0.890721,9.70712,0.4163,-1.08672,-0.157652
1709144270223479,-0.108648,-0.884535,9.67664,0.416841,-1.08902,-0.157948
1709144270224912,-0.072239,-0.897978,9.70743,0.417512,-1.08538,-0.157521
1709144270226326,-0.006147,-0.898525,9.67427,0.415424,-1.0845,-0.158669
1709144270227762,0.025743,-0.925246,9.66662,0.416374,-1.07978,-0.158536
1709144270229201,-0.015041,-0.902683,9.68231,0.415829,-1.0849,-0.158523
1709144270230641,-0.041242,-0.917898,9.68264,0.41656,-1.08381,-0.15849
1709144270232050,-0.134831,-0.880025,9.68547,0.417153,-1.08808,-0.157246
1709144270233488,-0.177479,-0.892658,9.68458,0.414638,-1.09019,-0.157757
1709144270234929,-0.105988,-0.901275,9.67685,0.417733,-1.08561,-0.15779
1709144270236372,-0.040773,-0.901595,9.7213,0.416105,-1.08523,-0.158063
1709144270237777,0.050676,-0.913102,9.68918,0.416488,-1.07857,-0.158523
1709144270239222,-0.008184,-0.936158,9.71293,0.416958,-1.08203,-0.158472
1709144270240665,-0.091519,-0.907897,9.69939,0.416317,-1.08652,-0.157788
1709144270242032,-0.150311,-0.893443,9.70831,0.416136,-1.08863,-0.157213
1709144270243521,-0.259152,-0.900202,9.68532,0.417085,-1.0957,-0.158252
1709144270244955,-0.130227,-0.89782,9.70751,0.417154,-1.08773,-0.157752
1709144270246391,-0.101346,-0.901001,9.70081,0.417297,-1.08794,-0.157128
1709144270247776,0.052925,-0.921602,9.72059,0.417929,-1.07797,-0.158088
1709144270249217,0.0133,-0.934674,9.73632,0.416291,-1.0819,-0.157938
1709144270250655,-0.077685,-0.920634,9.69899,0.419003,-1.08479,-0.158311
1709144270252070,-0.204811,-0.897044,9.72465,0.415952,-1.09013,-0.156762
1709144270253556,-0.341783,-0.878445,9.71748,0.41571,-1.09904,-0.157378
1709144270254995,-0.255884,-0.916167,9.7013,0.417329,-1.09293,-0.157687
1709144270256405,-0.191262,-0.907325,9.73891,0.415812,-1.09205,-0.157435
1709144270257844,0.062133,-0.917184,9.72719,0.417529,-1.07783,-0.158617
1709144270259285,0.069777,-0.915693,9.77434,0.417988,-1.07944,-0.157793
1709144270260711,0.023,-0.947634,9.71301,0.418535,-1.07783,-0.158332
1709144270262151,-0.202655,-0.906058,9.72438,0.41782,-1.08902,-0.157149
1709144270263584,-0.387557,-0.866096,9.67216,0.415476,-1.10156,-0.157407
1709144270264999,-0.443278,-0.908358,9.69643,0.41659,-1.10351,-0.157081
1709144270266388,-0.432016,-0.874744,9.74879,0.41479,-1.10722,-0.157461
1709144270267833,-0.057764,-0.897483,9.71176,0.416832,-1.08415,-0.159368
1709144270269308,0.071803,-0.954704,9.73666,0.419708,-1.07766,-0.15782
1709144270270751,0.120288,-0.937649,9.71148,0.417858,-1.07482,-0.158663
1709144270272108,0.01019,-0.937798,9.6974,0.418445,-1.07554,-0.158451
1709144270273535,-0.456362,-0.880004,9.6594,0.41717,-1.10809,-0.15675
1709144270275005,-0.570661,-0.859902,9.65011,0.41426,-1.10508,-0.157558
1709144270276445,-0.847753,-0.874841,9.71499,0.413174,-1.13015,-0.157309
1709144270277858,-0.433573,-0.899142,9.69449,0.416024,-1.10325,-0.158146
1709144270279303,-0.136331,-0.925011,9.75457,0.418604,-1.08763,-0.157165
1709144270280750,0.126779,-0.963359,9.72107,0.419527,-1.07804,-0.157891
1709144270282204,0.322458,-0.967796,9.73961,0.418963,-1.05487,-0.15852
1709144270283622,-0.279636,-0.878986,9.67985,0.416717,-1.10221,-0.157237
1709144270285062,-0.469873,-0.839713,9.67172,0.413261,-1.09679,-0.157294
1709144270286496,-1.00401,-0.81762,9.73268,0.410571,-1.14,-0.156306
1709144270287935,-0.571556,-0.893122,9.73411,0.416743,-1.11405,-0.158328
1709144270289371,-0.157241,-0.951148,9.7779,0.418542,-1.08772,-0.15699
1709144270290768,0.242763,-1.00347,9.74144,0.421301,-1.07292,-0.15912
1709144270292229,0.59414,-0.979165,9.69832,0.422392,-1.0381,-0.159199
1709144270293666,-0.117281,-0.854303,9.69982,0.413262,-1.0912,-0.157277
1709144270295071,-0.416019,-0.820574,9.65349,0.410547,-1.09375,-0.158397
1709144270296487,-1.1201,-0.792468,9.78461,0.410602,-1.14525,-0.157769
1709144270297943,-0.793955,-0.893736,9.76578,0.415078,-1.13053,-0.159019
1709144270299404,-0.178833,-1.01767,9.78633,0.423274,-1.08907,-0.157496
1709144270300782,0.192633,-1.05955,9.70341,0.42201,-1.07733,-0.159812
1709144270302217,0.732099,-1.00061,9.67225,0.422367,-1.02678,-0.160186
1709144270303654,-0.089817,-0.818739,9.61509,0.410776,-1.08864,-0.157244
1709144270305107,-0.460974,-0.795051,9.56968,0.409364,-1.09489,-0.158458
1709144270306520,-1.25323,-0.787903,9.73244,0.410178,-1.15267,-0.157898
1709144270307944,-1.02182,-0.888236,9.77354,0.414144,-1.14201,-0.160218
1709144270309376,-0.174582,-1.11851,9.72452,0.427539,-1.08687,-0.158867
1709144270310823,0.223662,-1.04475,9.70375,0.424349,-1.0785,-0.159847
1709144270312288,0.843505,-0.928595,9.57674,0.416014,-1.01825,-0.160856
1709144270313671,-0.014898,-0.823451,9.56002,0.411041,-1.08294,-0.157854
1709144270315138,-0.512445,-0.782368,9.49985,0.407818,-1.10113,-0.159597
1709144270316582,-1.25557,-0.778579,9.71575,0.408526,-1.1501,-0.158422
1709144270318031,-1.05519,-0.916446,9.75866,0.415174,-1.1497,-0.160794
1709144270319435,-0.058388,-1.13697,9.70681,0.432205,-1.07775,-0.160232
1709144270320871,0.298795,-1.02307,9.68672,0.42098,-1.0761,-0.16005
1709144270322295,0.941595,-0.90663,9.58123,0.414817,-1.0131,-0.161955
1709144270323761,0.022144,-0.826713,9.52988,0.411608,-1.08326,-0.157659
1709144270325162,-0.628867,-0.780972,9.47052,0.410855,-1.10498,-0.159946
1709144270326609,-1.20768,-0.808334,9.66986,0.410512,-1.14723,-0.158623
1709144270328034,-1.04904,-0.986658,9.70634,0.416951,-1.14843,-0.160583
1709144270329441,-0.11861,-1.19315,9.59345,0.433353,-1.07773,-0.160301
1709144270330853,0.041285,-0.924162,9.63503,0.415708,-1.09049,-0.159729
1709144270332276,0.588843,-0.876525,9.54649,0.412815,-1.03264,-0.161833
1709144270333744,-0.273341,-0.897169,9.51229,0.418,-1.0991,-0.1574
1709144270335200,-0.701301,-0.758787,9.60061,0.404865,-1.1108,-0.159132
1709144270336629,-1.00272,-0.9361,9.73822,0.417935,-1.13587,-0.158768
1709144270338027,-0.618492,-1.04766,9.71213,0.423752,-1.12628,-0.160121
1709144270339506,0.237829,-1.06896,9.72523,0.425126,-1.0638,-0.159979
1709144270340873,0.411247,-0.94538,9.6028,0.416465,-1.0704,-0.158618
1709144270342331,0.851739,-0.818354,9.48498,0.41226,-1.0219,-0.160468
1709144270343743,0.036179,-0.738342,9.58101,0.406275,-1.07982,-0.157723
1709144270345203,-0.484097,-0.868229,9.57205,0.415341,-1.09876,-0.158329
1709144270346653,-0.981694,-0.927465,9.81446,0.418245,-1.13778,-0.158719
1709144270348071,-0.852089,-0.862026,9.88119,0.411164,-1.13668,-0.158102
1709144270349476,0.03109,-1.20884,9.62628,0.438032,-1.07966,-0.159093
1709144270350921,0.569244,-0.814274,9.69088,0.408809,-1.05831,-0.157912
1709144270352356,1.01171,-0.789698,9.5733,0.404472,-1.01768,-0.160359
1709144270353777,0.37829,-1.00867,9.52981,0.428049,-1.05507,-0.157737
1709144270355202,-0.432487,-0.73522,9.69158,0.402808,-1.09841,-0.15733
1709144270356618,-1.0664,-1.02919,9.74922,0.426372,-1.14052,-0.158596
1709144270358056,-1.02877,-0.908962,9.86284,0.415028,-1.1433,-0.156956
1709144270359526,-0.224743,-1.01981,9.71155,0.419786,-1.09711,-0.156815
1709144270360938,0.526447,-1.04408,9.54341,0.427862,-1.05628,-0.158397
1709144270362373,0.860612,-0.660194,9.59827,0.3979,-1.03425,-0.159147
1709144270363852,0.509926,-0.955676,9.48865,0.421445,-1.04194,-0.157405
1709144270365287,-0.446577,-0.917739,9.52159,0.418651,-1.09942,-0.157102
1709144270366673,-1.08224,-0.84064,9.74389,0.410392,-1.13701,-0.158969
1709144270368107,-1.34679,-0.897197,9.76764,0.418685,-1.15732,-0.157012
1709144270369537,-0.764816,-0.995821,9.68703,0.421503,-1.13016,-0.157013
1709144270371011,0.185518,-0.939435,9.57309,0.419924,-1.07486,-0.159664
1709144270372404,0.70107,-0.764019,9.58757,0.405677,-1.04116,-0.158667
1709144270373875,0.640846,-0.947708,9.46223,0.421351,-1.03819,-0.158975
1709144270375263,-0.191201,-0.884864,9.54583,0.415383,-1.08587,-0.158784
1709144270376705,-1.1083,-0.824692,9.6984,0.410389,-1.1333,-0.158701
1709144270378143,-1.46867,-0.918679,9.79236,0.419706,-1.16612,-0.156945
1709144270379578,-1.00749,-0.888776,9.77424,0.411917,-1.13988,-0.159292
1709144270380996,-0.021131,-1.02975,9.62081,0.423542,-1.09285,-0.160888
1709144270382457,0.951105,-0.846401,9.67642,0.414908,-1.03042,-0.160284
1709144270383897,1.05659,-0.833578,9.58328,0.40917,-1.01947,-0.159608
1709144270385308,0.544663,-1.01373,9.64645,0.429965,-1.04464,-0.160048
1709144270386731,-0.530036,-0.753197,9.72583,0.402508,-1.10471,-0.160423
1709144270388156,-1.22983,-1.01286,9.84366,0.426157,-1.14733,-0.157475
1709144270389616,-1.07367,-1.02075,9.77814,0.422085,-1.14091,-0.158962
1709144270391021,-0.470735,-0.91067,9.67683,0.411544,-1.12152,-0.160267
1709144270392458,0.653528,-1.09316,9.61107,0.432815,-1.04103,-0.15844
1709144270393920,0.810968,-0.704481,9.54716,0.400509,-1.03464,-0.158499
1709144270395361,0.24398,-1.01542,9.49555,0.425054,-1.05141,-0.160001
1709144270396721,-1.05186,-0.970173,9.57748,0.419758,-1.12841,-0.159497
1709144270398213,-1.92177,-0.812376,9.69386,0.409942,-1.18423,-0.157589
1709144270399649,-1.81263,-1.09855,9.64292,0.428111,-1.17301,-0.158562
1709144270401065,-1.22824,-0.944977,9.59576,0.419897,-1.16084,-0.159978
1709144270402510,-0.123641,-0.74565,9.54861,0.403314,-1.07889,-0.15906
1709144270403942,0.212315,-0.94998,9.46766,0.420177,-1.06502,-0.158403
1709144270405374,-0.014516,-0.964786,9.42311,0.423821,-1.06462,-0.159029
1709144270406768,-1.30408,-0.778685,9.62456,0.405046,-1.14036,-0.157478
1709144270408237,-2.17896,-1.00588,9.62791,0.427546,-1.18398,-0.155165
1709144270409641,-2.43297,-0.896756,9.62687,0.414708,-1.2137,-0.156247
1709144270411080,-1.66939,-0.745545,9.652,0.408181,-1.17033,-0.157884
1709144270412518,-0.582259,-0.878253,9.5353,0.419998,-1.1155,-0.154717
1709144270413983,0.259092,-0.685153,9.68139,0.396477,-1.05607,-0.157896
1709144270415402,0.064959,-1.02593,9.58518,0.428511,-1.0697,-0.158434
1709144270416847,-0.769254,-0.87812,9.83453,0.415664,-1.10726,-0.157454
1709144270418282,-1.70599,-0.707842,10.0497,0.402809,-1.16923,-0.155695
1709144270419687,-1.68146,-1.2084,9.82191,0.438085,-1.17248,-0.157284
1709144270421125,-0.80198,-0.826944,9.98041,0.41043,-1.13136,-0.157203
1709144270422571,0.139899,-0.772664,9.91201,0.406437,-1.07807,-0.154933
1709144270424008,1.01358,-1.04147,9.78998,0.427893,-1.02061,-0.157486
1709144270425465,0.515652,-0.882635,9.94324,0.415799,-1.0565,-0.158356
1709144270426855,-0.179802,-0.873533,10.0041,0.41139,-1.07721,-0.156509
1709144270428279,-1.13318,-1.08161,10.1073,0.432506,-1.14552,-0.15501
1709144270429706,-0.921033,-0.930706,10.0271,0.416392,-1.13365,-0.158246
1709144270431142,-0.233205,-0.794309,10.1963,0.410499,-1.10799,-0.156765
1709144270432559,0.969591,-1.05356,9.92437,0.427856,-1.04314,-0.155768
1709144270433965,1.95278,-0.851317,9.93777,0.413917,-0.977908,-0.156787
1709144270435441,1.78741,-0.881773,10.0143,0.414019,-0.991998,-0.157988
1709144270436891,0.933294,-1.19086,9.7237,0.438729,-1.01309,-0.157942
1709144270438321,-0.705458,-0.877894,9.84567,0.412965,-1.12828,-0.155829
1709144270439767,-1.07103,-0.823151,9.66151,0.410353,-1.13349,-0.157853
1709144270441196,-1.10004,-0.72152,9.54456,0.407449,-1.15825,-0.155652
1709144270442627,0.33871,-0.800246,9.49094,0.408179,-1.07195,-0.155922
1709144270444026,1.32455,-0.915659,9.55649,0.419033,-1.0111,-0.15756
1709144270445485,1.44619,-0.887473,9.60401,0.412822,-1.00733,-0.159574
1709144270446900,0.67027,-1.21448,9.56489,0.438566,-1.02324,-0.158884
1709144270448366,-1.12959,-0.911003,9.36301,0.418372,-1.1509,-0.156811
1709144270449803,-1.41899,-0.591659,9.46134,0.395549,-1.1445,-0.158385
1709144270451209,-1.61694,-0.673,9.26793,0.406526,-1.18894,-0.155867
1709144270452594,-0.054792,-0.897209,9.14676,0.418954,-1.08652,-0.156313
1709144270454081,0.860127,-0.885356,9.52305,0.416093,-1.03729,-0.157258
1709144270455467,1.20198,-1.01453,9.43658,0.420859,-1.02005,-0.157918
1709144270456918,0.654,-1.24769,9.52448,0.441055,-1.02949,-0.156455
1709144270458356,-0.73188,-0.742585,9.47256,0.406219,-1.13597,-0.155227
1709144270459818,-0.571053,-0.531741,9.56776,0.395753,-1.10561,-0.15793
1709144270461225,-0.424163,-0.905655,9.44219,0.416145,-1.12835,-0.155603
1709144270462673,1.01238,-1.03294,9.56187,0.425768,-1.02821,-0.157536
1709144270464131,1.40392,-0.932403,9.75279,0.413033,-1.01373,-0.157579
1709144270465546,1.36897,-1.21172,9.53596,0.440264,-1.00801,-0.159691
1709144270466954,0.371192,-1.03722,9.62099,0.422442,-1.04956,-0.156801
1709144270468400,-0.79917,-0.721507,9.67618,0.406147,-1.12834,-0.156066
1709144270469841,-1.00185,-0.898899,9.58392,0.41285,-1.13145,-0.159039
1709144270471276,-0.965239,-0.893221,9.82641,0.418656,-1.14995,-0.156576
1709144270472710,0.331051,-1.09793,9.64679,0.422003,-1.06231,-0.15592
1709144270474130,0.927669,-1.19655,9.81526,0.43562,-1.03352,-0.158536
1709144270475542,0.678791,-1.07052,9.55402,0.424668,-1.03165,-0.158986
1709144270477006,-0.698282,-1.00378,9.55175,0.424575,-1.10244,-0.154615
1709144270478443,-2.05789,-0.637936,9.55757,0.402087,-1.18202,-0.155885
1709144270479858,-2.65015,-0.73814,9.47278,0.406552,-1.21976,-0.156933
1709144270481240,-2.44067,-0.900054,9.67369,0.417548,-1.21325,-0.155917
1709144270482715,-1.17035,-0.818494,9.71797,0.405062,-1.13999,-0.155781
1709144270484120,-0.151181,-1.16875,9.78755,0.431751,-1.08128,-0.157845
1709144270485565,-0.04451,-1.09222,9.65016,0.431838,-1.07087,-0.15695
1709144270486972,-1.04986,-0.71339,9.70696,0.406135,-1.11064,-0.155657
1709144270488399,-2.42987,-0.669366,9.73258,0.406014,-1.20585,-0.154358
1709144270489843,-2.84723,-0.783274,9.63661,0.413349,-1.22045,-0.156175
1709144270491281,-2.5779,-0.609165,9.90551,0.398837,-1.22223,-0.15589
1709144270492725,-1.15794,-0.879913,9.90837,0.417539,-1.13992,-0.157548
1709144270494136,-0.162697,-1.22367,9.85371,0.432211,-1.08221,-0.159618
1709144270495563,0.030068,-1.07302,9.86771,0.429795,-1.06745,-0.158073
1709144270497010,-0.672569,-0.753964,9.85507,0.405132,-1.08945,-0.155667
1709144270498443,-2.05835,-0.721125,9.92541,0.407754,-1.18955,-0.15567
1709144270499860,-2.32627,-0.844072,9.77512,0.415198,-1.19323,-0.157067
1709144270501297,-2.36518,-0.759399,10.0902,0.407326,-1.21702,-0.155173
1709144270502735,-0.959361,-0.957854,10.0816,0.415903,-1.12871,-0.15732
1709144270504191,-0.012936,-1.3918,9.91793,0.444517,-1.08033,-0.159131
1709144270505623,0.3872,-1.09284,9.91079,0.4317,-1.05039,-0.157814
1709144270507029,-0.071259,-0.706117,9.97552,0.399153,-1.06264,-0.156662
1709144270508504,-1.32747,-0.900495,9.78428,0.422137,-1.14794,-0.156006
1709144270509926,-1.88214,-0.760489,9.7602,0.410951,-1.17261,-0.158114
1709144270511359,-2.05699,-0.564679,10.066,0.393601,-1.20042,-0.15628
1709144270512795,-0.855031,-1.16399,9.82061,0.438549,-1.13003,-0.157558
1709144270514226,0.269094,-1.0542,9.83399,0.426161,-1.06141,-0.158415
1709144270515645,0.398316,-0.913822,9.81315,0.411375,-1.05286,-0.1585
1709144270517055,-0.076088,-0.969247,9.50211,0.424744,-1.05982,-0.157262
1709144270518520,-1.40374,-0.533616,9.56422,0.393622,-1.15818,-0.156156
1709144270519940,-1.69192,-0.577359,9.48391,0.402941,-1.15871,-0.156502
1709144270521338,-1.86957,-0.774058,9.61991,0.408352,-1.19238,-0.156203
1709144270522779,-0.58368,-0.924937,9.6877,0.416586,-1.11348,-0.158892
1709144270524241,0.400279,-1.20868,9.58496,0.435299,-1.05487,-0.158088
1709144270525669,0.652571,-0.844326,9.60655,0.411609,-1.04649,-0.157849
1709144270527119,0.318817,-0.916961,9.44958,0.418858,-1.03601,-0.157887
1709144270528531,-1.14057,-0.80911,9.32373,0.413229,-1.15327,-0.156735
1709144270529968,-1.12125,-0.49325,9.51947,0.389499,-1.12593,-0.156862
1709144270531413,-1.56132,-0.868161,9.46427,0.415575,-1.18458,-0.153418
1709144270532822,-0.107077,-1.2567,9.39207,0.437833,-1.08544,-0.159009
1709144270534244,0.623724,-1.07197,9.59568,0.423214,-1.05215,-0.157873
1709144270535710,0.990807,-1.12046,9.48516,0.426486,-1.02581,-0.158242
1709144270537115,0.501609,-1.10831,9.3918,0.431256,-1.03171,-0.157412
1709144270538571,-0.942262,-0.775211,9.37052,0.404773,-1.14051,-0.15809
1709144270539999,-1.06129,-0.727555,9.57419,0.404645,-1.12545,-0.158556
1709144270541430,-1.25676,-1.08232,9.43047,0.424876,-1.16924,-0.155581
1709144270542868,0.269856,-1.1928,9.56302,0.433256,-1.0674,-0.158361
1709144270544303,0.907853,-1.09503,9.61426,0.423855,-1.03801,-0.15892
1709144270545733,1.16048,-1.19094,9.28554,0.435484,-1.0154,-0.15971
1709144270547162,0.533504,-0.791131,9.37268,0.413247,-1.03249,-0.156294
1709144270548566,-0.982834,-0.675304,9.2655,0.398539,-1.14213,-0.156207
1709144270550040,-1.26747,-0.895542,9.23865,0.420029,-1.13586,-0.158279
1709144270551454,-1.50818,-0.750622,9.62408,0.404394,-1.18768,-0.15623
1709144270552878,0.245139,-0.98289,9.51076,0.418197,-1.06497,-0.159709
1709144270554332,1.02087,-1.26235,9.6098,0.443253,-1.03805,-0.159801
1709144270555741,1.50313,-0.976934,9.39682,0.412715,-0.991532,-0.159859
1709144270557174,0.504646,-0.926053,9.34383,0.421121,-1.03571,-0.157112
1709144270558605,-0.959234,-0.806211,9.23362,0.407474,-1.13268,-0.158158
1709144270560041,-1.64124,-0.596508,9.28433,0.399528,-1.16129,-0.15719
1709144270561479,-1.88455,-0.846441,9.37891,0.413406,-1.19229,-0.155657
1709144270562876,-0.6423,-0.925518,9.41394,0.416619,-1.11812,-0.159309
1709144270564334,-0.080621,-1.08298,9.50829,0.425816,-1.08182,-0.159941
1709144270565789,0.007287,-1.08549,9.52444,0.427862,-1.07096,-0.158725
1709144270567223,-0.553379,-0.854174,9.58701,0.413406,-1.09818,-0.158379
1709144270568636,-1.3644,-0.866901,9.57368,0.411772,-1.1524,-0.1581
1709144270570050,-1.18571,-0.898819,9.58146,0.41972,-1.14252,-0.158033
1709144270571509,-0.717896,-0.784709,9.7266,0.405715,-1.12515,-0.157513
1709144270572947,0.091419,-1.15322,9.61943,0.430243,-1.0743,-0.161627
1709144270574384,0.517862,-1.16437,9.56386,0.428615,-1.04993,-0.160032
1709144270575821,0.208686,-0.858963,9.67825,0.408544,-1.06321,-0.157902
1709144270577227,-0.472213,-0.94295,9.52665,0.423657,-1.0966,-0.15942
1709144270578681,-1.22792,-0.69133,9.67502,0.401823,-1.14377,-0.158446
1709144270580119,-1.53001,-0.715832,9.76264,0.407918,-1.16518,-0.159167
1709144270581509,-0.917838,-0.831569,9.92453,0.411186,-1.13975,-0.159866
1709144270582941,0.226179,-0.785684,9.96177,0.405055,-1.07971,-0.161572
1709144270584374,1.26794,-1.16012,9.86885,0.435139,-1.01581,-0.160754
1709144270585813,1.43817,-0.943129,9.8713,0.41946,-0.999476,-0.159598
1709144270587235,0.77343,-0.907478,9.68452,0.415951,-1.02759,-0.16075
1709144270588718,-0.602527,-0.868469,9.51872,0.416815,-1.10294,-0.159236
1709144270590160,-1.64637,-0.624358,9.55654,0.395728,-1.17256,-0.158436
1709144270591610,-1.58252,-0.816298,9.52139,0.412681,-1.16307,-0.158835
1709144270593023,-0.796308,-0.817121,9.68741,0.408301,-1.14564,-0.160158
1709144270594450,0.871993,-1.10048,9.68459,0.42273,-1.02704,-0.161888
1709144270595876,1.02806,-1.29246,9.47541,0.446158,-1.03166,-0.158316
1709144270597288,0.79693,-0.748268,9.55094,0.405042,-1.01937,-0.160859
1709144270598723,-0.805812,-0.774757,9.40468,0.408534,-1.11808,-0.159307
1709144270600155,-1.68079,-0.929327,9.18338,0.421312,-1.16907,-0.158366
1709144270601595,-1.80347,-0.552339,9.60926,0.39022,-1.17656,-0.158536
1709144270603033,-1.14731,-1.19537,9.33304,0.434337,-1.1644,-0.160491
1709144270604445,0.425155,-1.37303,9.36205,0.443137,-1.04526,-0.160514
1709144270605887,0.500994,-0.858364,9.56876,0.406591,-1.06148,-0.15841
1709144270607350,0.656284,-1.12021,9.18674,0.429977,-1.02948,-0.161193
1709144270608793,-0.693944,-0.716878,9.46549,0.405568,-1.11667,-0.158278
1709144270610228,-1.04163,-0.621369,9.42961,0.394883,-1.13512,-0.15737
1709144270611608,-1.02816,-1.05838,9.57544,0.43232,-1.1358,-0.158381
1709144270613073,-0.345719,-0.89238,9.4835,0.408474,-1.11718,-0.161089
1709144270614537,0.789957,-1.1602,9.37839,0.434185,-1.02775,-0.160427
1709144270615906,0.571153,-0.809426,9.38671,0.411022,-1.0632,-0.158417
1709144270617354,0.667593,-0.705652,9.34535,0.400199,-1.02127,-0.160723
1709144270618812,-0.784343,-1.01701,9.37549,0.42783,-1.13353,-0.158017
1709144270620250,-0.761829,-0.815802,9.67227,0.409999,-1.11309,-0.158352
1709144270621667,-0.838019,-0.999751,9.6643,0.4209,-1.14031,-0.157715
1709144270623076,0.064213,-1.2585,9.42611,0.439776,-1.08319,-0.161087
1709144270624502,0.786746,-0.888228,9.36669,0.415245,-1.03615,-0.159994
1709144270625917,0.723433,-0.789932,9.32134,0.404635,-1.04533,-0.158752
1709144270627380,0.232032,-0.994136,9.15297,0.42703,-1.04753,-0.160199
1709144270628834,-1.22358,-0.821157,9.29489,0.406136,-1.14839,-0.159564
1709144270630273,-1.85941,-0.967973,9.33532,0.423529,-1.16525,-0.159323
1709144270631715,-2.248,-0.895781,9.38804,0.41398,-1.20704,-0.15702
1709144270633120,-1.4841,-0.847221,9.31168,0.409057,-1.16722,-0.161043
1709144270634563,-0.502978,-1.10551,9.18249,0.434233,-1.09447,-0.157764
1709144270635943,-0.352293,-0.703274,9.36107,0.395105,-1.09885,-0.158043
1709144270637405,-0.472786,-1.19438,9.13804,0.433527,-1.07695,-0.160867
1709144270638843,-1.92067,-1.09047,9.10864,0.432466,-1.17878,-0.156188
1709144270640258,-2.36037,-0.431155,9.36316,0.388016,-1.18834,-0.157338
1709144270641703,-2.70118,-0.673804,9.23153,0.406488,-1.22585,-0.155879
1709144270643135,-1.9005,-0.790341,9.27897,0.41077,-1.18721,-0.160331
1709144270644551,-0.711134,-0.698507,9.45499,0.401839,-1.1091,-0.159139
1709144270645996,-0.37198,-1.03583,9.50622,0.427683,-1.0977,-0.158485
1709144270647406,-0.284302,-1.084,9.31697,0.426258,-1.0709,-0.160799
1709144270648858,-1.75874,-0.812302,9.35748,0.411852,-1.16846,-0.157448
1709144270650296,-2.25399,-0.439722,9.4014,0.390636,-1.18873,-0.157261
1709144270651720,-2.37933,-0.427992,9.52736,0.38791,-1.20827,-0.15572
1709144270653159,-1.54099,-0.997397,9.5841,0.422784,-1.1728,-0.160065
1709144270654593,-0.164059,-1.14093,9.79354,0.427696,-1.07554,-0.157916
1709144270656023,0.149521,-1.26749,9.82986,0.43433,-1.07752,-0.159362
1709144270657444,0.421414,-1.39305,9.46945,0.448409,-1.03217,-0.160015
