t,r11,r12,r13,r21,r22,r23,r31,r32,r33
1709144270571749,-3.72601e-06,-1,3.67254e-06,0.0193027,-3.74378e-06,-0.999814,0.999814,-3.65443e-06,0.0193027
1709144270581977,-3.68408e-06,-1,3.67242e-06,0.0209107,-3.74866e-06,-0.999781,0.999781,-3.60648e-06,0.0209107
1709144270592191,-3.61809e-06,-1,3.67226e-06,0.0225288,-3.75284e-06,-0.999746,0.999746,-3.53444e-06,0.0225288
1709144270601796,-3.4684e-06,-1,3.67212e-06,0.0241972,-3.75497e-06,-0.999707,0.999707,-3.37853e-06,0.0241972
1709144270611878,-3.65434e-06,-1,3.67197e-06,0.0258753,-3.7653e-06,-0.999665,0.999665,-3.5581e-06,0.0258753
1709144270622139,-3.66076e-06,-1,3.6718e-06,0.0276238,-3.77152e-06,-0.999618,0.999618,-3.55793e-06,0.0276238
1709144270631741,-3.85951e-06,-1,3.67161e-06,0.029513,-3.78391e-06,-0.999564,0.999564,-3.74947e-06,0.029513
1709144270641918,-3.48329e-06,-1,3.67139e-06,0.031529,-3.77939e-06,-0.999503,0.999503,-3.36581e-06,0.031529
1709144270652049,-3.21557e-06,-1,3.67113e-06,0.0336722,-3.77732e-06,-0.999433,0.999433,-3.09014e-06,0.0336722
1709144270662118,-3.24818e-06,-1,3.67082e-06,0.0359965,-3.78537e-06,-0.999352,0.999352,-3.11394e-06,0.0359965
1709144270671745,-3.32871e-06,-1,3.6705e-06,0.0383869,-3.79557e-06,-0.999263,0.999263,-3.18536e-06,0.0383869
1709144270682026,-3.51773e-06,-1,3.67013e-06,0.0409036,-3.81094e-06,-0.999163,0.999163,-3.36466e-06,0.0409036
1709144270691647,-3.63517e-06,-1,3.66971e-06,0.0435126,-3.82441e-06,-0.999053,0.999053,-3.47205e-06,0.0435126
1709144270701746,-3.48933e-06,-1,3.66927e-06,0.0461964,-3.82654e-06,-0.998932,0.998932,-3.3161e-06,0.0461964
1709144270711957,-3.9308e-06,-1,3.6688e-06,0.0489229,-3.85671e-06,-0.998803,0.998803,-3.74661e-06,0.0489229
1709144270722047,-3.84487e-06,-1,3.66827e-06,0.0516608,-3.862e-06,-0.998665,0.998665,-3.65023e-06,0.0516608
1709144270732139,-3.39943e-06,-1,3.66775e-06,0.0543574,-3.84711e-06,-0.998522,0.998522,-3.19503e-06,0.0543574
1709144270741701,-3.86449e-06,-1,3.66723e-06,0.0570012,-3.88155e-06,-0.998374,0.998374,-3.64917e-06,0.0570012
1709144270752151,-3.5989e-06,-1,3.66664e-06,0.0597242,-3.87503e-06,-0.998215,0.998215,-3.37349e-06,0.0597242
1709144270761919,-3.7048e-06,-1,3.66602e-06,0.0624674,-3.89029e-06,-0.998047,0.998047,-3.46855e-06,0.0624674
1709144270771777,-3.73953e-06,-1,3.66534e-06,0.0653703,-3.90196e-06,-0.997861,0.997861,-3.49193e-06,0.0653703
1709144270781721,-3.84652e-06,-1,3.6646e-06,0.0684121,-3.91916e-06,-0.997657,0.997657,-3.58681e-06,0.0684121
1709144270791911,-3.64252e-06,-1,3.66379e-06,0.0715987,-3.91518e-06,-0.997434,0.997434,-3.37085e-06,0.0715987
1709144270801689,-3.65473e-06,-1,3.66289e-06,0.0749227,-3.92641e-06,-0.997189,0.997189,-3.37002e-06,0.0749227
1709144270812141,-3.49926e-06,-1,3.66195e-06,0.078265,-3.92459e-06,-0.996933,0.996933,-3.20193e-06,0.078265
1709144270821875,-3.95528e-06,-1,3.66094e-06,0.0817179,-3.97191e-06,-0.996655,0.996655,-3.64288e-06,0.0817179
1709144270832104,-3.7887e-06,-1,3.65982e-06,0.0853096,-3.96969e-06,-0.996354,0.996354,-3.46267e-06,0.0853096
1709144270841791,-3.86217e-06,-1,3.65864e-06,0.0889757,-3.98777e-06,-0.996034,0.996034,-3.52132e-06,0.0889757
1709144270852189,-4.03185e-06,-1,3.65741e-06,0.0927338,-4.01554e-06,-0.995691,0.995691,-3.67531e-06,0.0927338
1709144270862036,-4.10554e-06,-1,3.65611e-06,0.0964947,-4.03521e-06,-0.995334,0.995334,-3.73359e-06,0.0964947
1709144270871746,-4.17945e-06,-1,3.65471e-06,0.100309,-4.05551e-06,-0.994956,0.994956,-3.79177e-06,0.100309
1709144270882136,-4.08577e-06,-1,3.65324e-06,0.104182,-4.05903e-06,-0.994558,0.994558,-3.68294e-06,0.104182
1709144270891841,-3.6448e-06,-1,3.6517e-06,0.108105,-4.02432e-06,-0.994139,0.994139,-3.22867e-06,0.108105
1709144270902122,-3.95914e-06,-1,3.65009e-06,0.112099,-4.0709e-06,-0.993697,0.993697,-3.52502e-06,0.112099
1709144270911856,-3.80614e-06,-1,3.64839e-06,0.116144,-4.06576e-06,-0.993232,0.993232,-3.35664e-06,0.116144
1709144270922172,-3.82145e-06,-1,3.64656e-06,0.120312,-4.07984e-06,-0.992736,0.992736,-3.35497e-06,0.120312
1709144270931849,-3.93335e-06,-1,3.64457e-06,0.124688,-4.10657e-06,-0.992196,0.992196,-3.44821e-06,0.124688
1709144270941922,-3.85403e-06,-1,3.64247e-06,0.129182,-4.10982e-06,-0.991621,0.991621,-3.3512e-06,0.129182
1709144270951984,-3.66698e-06,-1,3.64027e-06,0.133709,-4.09789e-06,-0.991021,0.991021,-3.14732e-06,0.133709
1709144270961934,-3.98328e-06,-1,3.63798e-06,0.138282,-4.15385e-06,-0.990393,0.990393,-3.44194e-06,0.138282
1709144270972202,-3.90486e-06,-1,3.6355e-06,0.14302,-4.1566e-06,-0.98972,0.98972,-3.34477e-06,0.14302
1709144270981968,-4.2943e-06,-1,3.63286e-06,0.147881,-4.22796e-06,-0.989005,0.989005,-3.70985e-06,0.147881
1709144270991973,-4.03619e-06,-1,3.6302e-06,0.152687,-4.20391e-06,-0.988275,0.988275,-3.43458e-06,0.152687
1709144271001838,-4.38932e-06,-1,3.62749e-06,0.157446,-4.27333e-06,-0.987528,0.987528,-3.76344e-06,0.157446
1709144271011706,-4.49103e-06,-1,3.6246e-06,0.16229,-4.30539e-06,-0.986743,0.986743,-3.84325e-06,0.16229
1709144271022059,-4.40133e-06,-1,3.62152e-06,0.167236,-4.30658e-06,-0.985917,0.985917,-3.7337e-06,0.167236
1709144271031813,-4.19139e-06,-1,3.61848e-06,0.172083,-4.28577e-06,-0.985082,0.985082,-3.50618e-06,0.172083
1709144271041981,-2.6325e-06,-1,-6.22699e-06,0.176803,5.66345e-06,-0.984246,0.984246,-3.69198e-06,0.176803
1709144271052214,-2.57701e-06,-1,-6.22119e-06,0.181789,5.64905e-06,-0.983338,0.983338,-3.66501e-06,0.181789
1709144271061771,-2.24425e-06,-1,-6.21499e-06,0.187002,5.68568e-06,-0.98236,0.98236,-3.36687e-06,0.187002
1709144271072012,-2.34303e-06,-1,-6.20847e-06,0.192239,5.64225e-06,-0.981348,0.981348,-3.49284e-06,0.192239
1709144271082046,-2.24976e-06,-1,-6.20177e-06,0.197517,5.63523e-06,-0.9803,0.9803,-3.43039e-06,0.197517
1709144271091908,-2.67017e-06,-1,-6.19455e-06,0.203043,5.52335e-06,-0.97917,0.97917,-3.87231e-06,0.203043
1709144271101767,-2.71775e-06,-1,-6.18697e-06,0.208791,5.48317e-06,-0.97796,0.97796,-3.94964e-06,0.208791
1709144271111731,-2.11896e-06,-1,-6.17935e-06,0.214387,5.5814e-06,-0.976749,0.976749,-3.39446e-06,0.214387
1709144271121982,-2.49011e-06,-1,-6.17126e-06,0.220136,5.47171e-06,-0.975469,0.975469,-3.78754e-06,0.220136
1709144271132043,-2.60883e-06,-1,-6.16286e-06,0.226007,5.41378e-06,-0.974126,0.974126,-3.93418e-06,0.226007
1709144271141776,-2.42789e-06,-1,-6.1542e-06,0.231852,5.4236e-06,-0.972751,0.972751,-3.7886e-06,0.231852
1709144271152107,-2.65488e-06,-1,-6.1453e-06,0.237678,5.33819e-06,-0.971344,0.971344,-4.0394e-06,0.237678
1709144271162083,-3.20361e-06,-1,-6.13579e-06,0.243753,5.16983e-06,-0.969837,0.969837,-4.6026e-06,0.243753
1709144271172037,-2.76909e-06,-1,-6.1259e-06,0.249916,5.23947e-06,-0.968268,0.968268,-4.21218e-06,0.249916
1709144271182148,-2.39526e-06,-1,-6.11596e-06,0.255958,5.29914e-06,-0.966688,0.966688,-3.88089e-06,0.255958
1709144271192280,-2.71563e-06,-1,-6.10549e-06,0.262152,5.18005e-06,-0.965027,0.965027,-4.22122e-06,0.262152
1709144271201813,-2.55554e-06,-1,-6.09444e-06,0.268525,5.18438e-06,-0.963273,0.963273,-4.09819e-06,0.268525
1709144271211902,-2.43227e-06,-1,-6.08335e-06,0.274745,5.18099e-06,-0.961517,0.961517,-4.01004e-06,0.274745
1709144271222221,1.21365e-07,-1,-1.56681e-05,0.281218,1.50699e-05,-0.959644,0.959644,-4.28968e-06,0.281218
1709144271232051,3.47309e-07,-1,-1.56367e-05,0.287721,1.50754e-05,-0.957714,0.957714,-4.16638e-06,0.287721
1709144271241896,3.54674e-07,-1,-1.56053e-05,0.294052,1.50197e-05,-0.955789,0.955789,-4.24977e-06,0.294052
1709144271252185,3.08397e-08,-1,-1.55719e-05,0.300633,1.48608e-05,-0.95374,0.95374,-4.65202e-06,0.300633
1709144271262071,5.70249e-07,-1,-1.55374e-05,0.307256,1.4961e-05,-0.951627,0.951627,-4.23129e-06,0.307256
1709144271271886,5.82296e-07,-1,-1.55021e-05,0.313862,1.49016e-05,-0.949468,0.949468,-4.31267e-06,0.313862
1709144271282179,5.14295e-07,-1,-1.54648e-05,0.320707,1.48129e-05,-0.947178,0.947178,-4.47255e-06,0.320707
1709144271291768,6.60948e-07,-1,-1.54268e-05,0.327489,1.47925e-05,-0.944855,0.944855,-4.42761e-06,0.327489
1709144271302178,9.26657e-07,-1,-1.53883e-05,0.334216,1.48131e-05,-0.942496,0.942496,-4.26964e-06,0.334216
1709144271312055,1.19439e-06,-1,-1.53482e-05,0.341071,1.48352e-05,-0.940037,0.940037,-4.11205e-06,0.341071
1709144271321697,1.32899e-06,-1,-1.53075e-05,0.347848,1.48139e-05,-0.937551,0.937551,-4.07871e-06,0.347848
1709144271332233,1.33311e-06,-1,-1.52655e-05,0.354709,1.47458e-05,-0.934977,0.934977,-4.1684e-06,0.354709
1709144271341794,1.50749e-06,-1,-1.52216e-05,0.361722,1.47362e-05,-0.932286,0.932286,-4.10057e-06,0.361722
1709144271351835,1.52392e-06,-1,-1.51775e-05,0.368597,1.46706e-05,-0.929589,0.929589,-4.17778e-06,0.368597
1709144271361966,1.19555e-06,-1,-1.51315e-05,0.375639,1.44725e-05,-0.926766,0.926766,-4.57599e-06,0.375639
1709144271372129,1.51343e-06,-1,-1.50847e-05,0.382631,1.45159e-05,-0.923901,0.923901,-4.37362e-06,0.382631
1709144271381805,1.67517e-06,-1,-1.5037e-05,0.389609,1.45015e-05,-0.92098,0.92098,-4.31577e-06,0.389609
1709144271391958,1.98212e-06,-1,-1.49878e-05,0.396661,1.45445e-05,-0.917965,0.917965,-4.12556e-06,0.396661
1709144271402036,2.52718e-06,-1,-1.49381e-05,0.403619,1.46873e-05,-0.914927,0.914927,-3.71712e-06,0.403619
1709144271411907,1.82755e-06,-1,-1.48868e-05,0.41068,1.4324e-05,-0.911779,0.911779,-4.44739e-06,0.41068
1709144271422173,2.00112e-06,-1,-1.48351e-05,0.417643,1.43151e-05,-0.908611,0.908611,-4.37752e-06,0.417643
1709144271431889,2.79481e-06,-1,-1.47836e-05,0.424416,1.45722e-05,-0.905467,0.905467,-3.74379e-06,0.424416
1709144271442056,2.19959e-06,-1,-1.47307e-05,0.431266,1.4239e-05,-0.902225,0.902225,-4.36831e-06,0.431266
1709144271451851,2.89638e-06,-1,-1.46777e-05,0.437981,1.44636e-05,-0.898984,0.898984,-3.82473e-06,0.437981
1709144271462129,2.39554e-06,-1,-1.46234e-05,0.444742,1.4163e-05,-0.895659,0.895659,-4.35806e-06,0.444742
1709144271471810,2.63684e-06,-1,-1.45686e-05,0.451439,1.419e-05,-0.892302,0.892302,-4.22397e-06,0.451439
1709144271482010,2.60145e-06,-1,-1.45131e-05,0.458081,1.40926e-05,-0.88891,0.88891,-4.33573e-06,0.458081
1709144271492305,2.6533e-06,-1,-1.4455e-05,0.464925,1.40314e-05,-0.88535,0.88535,-4.3714e-06,0.464925
1709144271501975,3.2206e-06,-1,-1.43956e-05,0.471781,1.42123e-05,-0.881716,0.881716,-3.95193e-06,0.471781
1709144271512020,3.32187e-06,-1,-1.43345e-05,0.47872,1.41754e-05,-0.877968,0.877968,-3.94569e-06,0.47872
1709144271522234,3.92773e-06,-1,-1.42715e-05,0.485727,1.43826e-05,-0.874111,0.874111,-3.49876e-06,0.485727
1709144271532060,3.11639e-06,-1,-1.42089e-05,0.492559,1.39007e-05,-0.870279,0.870279,-4.28658e-06,0.492559
1709144271541866,2.94174e-06,-1,-1.41443e-05,0.499479,1.37229e-05,-0.866326,0.866326,-4.51629e-06,0.499479
1709144271552231,3.31513e-06,-1,-1.40805e-05,0.506198,1.38213e-05,-0.862417,0.862417,-4.26849e-06,0.506198
1709144271562158,3.30536e-06,-1,-1.40153e-05,0.512943,1.37265e-05,-0.858423,0.858423,-4.35163e-06,0.512943
1709144271571916,3.60738e-06,-1,-1.39488e-05,0.519693,1.37919e-05,-0.854353,0.854353,-4.16712e-06,0.519693
1709144271582134,3.52145e-06,-1,-1.38838e-05,0.526178,1.36594e-05,-0.850375,0.850375,-4.31081e-06,0.526178
1709144271591935,3.14961e-06,-1,-1.38168e-05,0.532758,1.33707e-05,-0.846267,0.846267,-4.69558e-06,0.532758
1709144271602249,3.74616e-06,-1,-1.37499e-05,0.539204,1.35998e-05,-0.842175,0.842175,-4.25909e-06,0.539204
1709144271611901,3.66134e-06,-1,-1.36809e-05,0.545757,1.3462e-05,-0.837943,0.837943,-4.39842e-06,0.545757
1709144271621776,4.52547e-06,-1,-1.36092e-05,0.552439,1.38441e-05,-0.833553,0.833553,-3.74605e-06,0.552439
1709144271632179,6.5502e-06,-1,-1.35375e-05,0.55901,1.48864e-05,-0.829161,0.829161,-2.13646e-06,0.55901
1709144271641819,-2.16043e-05,-1,1.95191e-05,0.565835,-2.83183e-05,-0.824518,0.824518,-6.7686e-06,0.565835
1709144271651722,-4.61564e-05,-1,5.22005e-05,0.572628,-6.92252e-05,-0.819815,0.819815,-7.94825e-06,0.572628
1709144271661930,-4.42996e-05,-1,5.18957e-05,0.579416,-6.79645e-05,-0.815032,0.815032,-6.0364e-06,0.579416
1709144271671993,-5.25366e-05,-1,5.96949e-05,0.58606,-7.91585e-05,-0.810268,0.810268,-7.58395e-06,0.58606
1709144271682172,-3.52411e-05,-1,3.51867e-05,0.592343,-4.92242e-05,-0.805686,0.805686,-7.55067e-06,0.592343
1709144271691960,-1.08989e-05,-1,2.9424e-06,0.598504,-8.88027e-06,-0.80112,0.80112,-6.97032e-06,0.598504
1709144271701724,1.13152e-06,-1,-1.30073e-05,0.604413,1.10465e-05,-0.796671,0.796671,-6.96035e-06,0.604413
1709144271712040,7.26181e-06,-1,-2.08535e-05,0.610412,2.09504e-05,-0.792084,0.792084,-6.97724e-06,0.610412
1709144271721815,2.19167e-06,-1,-1.28555e-05,0.616495,1.1473e-05,-0.787359,0.787359,-6.1997e-06,0.616495
1709144271731842,-5.6847e-06,-1,-4.95181e-06,0.622525,3.36416e-07,-0.7826,0.7826,-7.53147e-06,0.622525
1709144271742187,-1.14296e-05,-1,2.85578e-06,0.628763,-9.40718e-06,-0.777597,0.777597,-7.09204e-06,0.628763
1709144271751859,-1.09249e-05,-1,2.83745e-06,0.634928,-9.12864e-06,-0.772571,0.772571,-6.63866e-06,0.634928
1709144271761670,-4.82444e-06,-1,-4.85624e-06,0.641057,6.3439e-07,-0.767493,0.767493,-6.81586e-06,0.641057
1709144271772081,-4.54596e-06,-1,-4.8236e-06,0.647193,7.35044e-07,-0.762326,0.762326,-6.58731e-06,0.647193
1709144271781935,1.61423e-06,-1,-1.2365e-05,0.653053,1.04183e-05,-0.757313,0.757313,-6.85251e-06,0.653053
1709144271791850,1.63805e-06,-1,-1.22817e-05,0.658924,1.03178e-05,-0.75221,0.75221,-6.86055e-06,0.658924
1709144271802175,2.15293e-06,-1,-1.21975e-05,0.664763,1.05434e-05,-0.747055,0.747055,-6.50008e-06,0.664763
1709144271812066,-4.57766e-06,-1,-4.69399e-06,0.670598,4.12337e-07,-0.741821,0.741821,-6.54358e-06,0.670598
1709144271821915,-4.13311e-06,-1,-4.66025e-06,0.676451,6.36365e-07,-0.736487,0.736487,-6.19641e-06,0.676451
1709144271831725,-4.99568e-06,-1,-4.62668e-06,0.682181,-2.50104e-08,-0.731183,0.731183,-6.80899e-06,0.682181
1709144271842002,-4.44405e-06,-1,-4.59238e-06,0.687939,2.75773e-07,-0.725769,0.725769,-6.38463e-06,0.687939
1709144271852205,-3.78524e-06,-1,-4.55834e-06,0.693555,6.58574e-07,-0.720403,0.720403,-5.88836e-06,0.693555
1709144271862111,-4.25361e-06,-1,-4.52442e-06,0.699092,2.61438e-07,-0.715032,0.715032,-6.20445e-06,0.699092
1709144271871715,-4.18231e-06,-1,-4.48955e-06,0.704672,2.38333e-07,-0.709533,0.709533,-6.13115e-06,0.704672
1709144271882034,-4.78298e-06,-1,-4.4549e-06,0.71012,-2.59889e-07,-0.70408,0.70408,-6.53112e-06,0.71012
1709144271891910,-4.86787e-06,-1,-4.41929e-06,0.715651,-3.97013e-07,-0.698458,0.698458,-6.56267e-06,0.715651
1709144271901766,-3.70678e-06,-1,-4.38344e-06,0.721128,3.6379e-07,-0.692801,0.692801,-5.72908e-06,0.721128
1709144271912134,-3.85261e-06,-1,-4.34791e-06,0.726492,1.88883e-07,-0.687175,0.687175,-5.80614e-06,0.726492
1709144271921799,-4.16659e-06,-1,-4.31211e-06,0.731794,-1.10272e-07,-0.681526,0.681526,-5.99521e-06,0.731794
1709144271932002,-4.52927e-06,-1,-4.27676e-06,0.736952,-4.47003e-07,-0.675945,0.675945,-6.21331e-06,0.736952
1709144271941794,-4.79612e-06,-1,-4.24075e-06,0.742138,-7.1703e-07,-0.670248,0.670248,-6.3618e-06,0.742138
1709144271951966,-3.91306e-06,-1,-4.20471e-06,0.747229,-1.29638e-07,-0.664567,0.664567,-5.74237e-06,0.747229
1709144271961727,-3.22178e-06,-1,-4.16799e-06,0.752324,3.22025e-07,-0.658794,0.658794,-5.25817e-06,0.752324
1709144271972078,-3.50051e-06,-1,-4.13012e-06,0.757491,4.47225e-08,-0.652845,0.652845,-5.41382e-06,0.757491
1709144271982086,-3.92395e-06,-1,-4.09205e-06,0.762555,-3.44988e-07,-0.646923,0.646923,-5.65891e-06,0.762555
1709144271992096,-4.22679e-06,-1,-4.05298e-06,0.767714,-6.4785e-07,-0.640793,0.640793,-5.82002e-06,0.767714
1709144272001630,-3.57134e-06,-1,-4.01375e-06,0.772826,-2.12826e-07,-0.634618,0.634618,-5.36836e-06,0.772826
1709144272012149,-3.59863e-06,-1,-3.97377e-06,0.777979,-3.02975e-07,-0.628291,0.628291,-5.35249e-06,0.777979
1709144272021752,-3.26668e-06,-1,-3.93348e-06,0.783108,-1.11983e-07,-0.621886,0.621886,-5.11184e-06,0.783108
1709144272031736,-4.52918e-06,-1,-3.89283e-06,0.788136,-1.17356e-06,-0.615502,0.615502,-5.85579e-06,0.788136
1709144272041759,-3.25128e-06,-1,-3.85268e-06,0.793123,-2.32148e-07,-0.609061,0.609061,-5.03588e-06,0.793123
1709144272051786,-3.10129e-06,-1,-3.81339e-06,0.79788,-1.7568e-07,-0.602816,0.602816,-4.91214e-06,0.79788
1709144272061728,-3.27554e-06,-1,-3.77434e-06,0.802531,-3.76914e-07,-0.596611,0.596611,-4.98325e-06,0.802531
1709144272071841,-4.16894e-06,-1,-3.73453e-06,0.807174,-1.16052e-06,-0.590313,0.590313,-5.4754e-06,0.807174
1709144272082151,-4.73959e-06,-1,-3.695e-06,0.811707,-1.68904e-06,-0.584065,0.584065,-5.76748e-06,0.811707
1709144272091574,-3.82354e-06,-1,-3.65428e-06,0.816306,-1.01039e-06,-0.57762,0.57762,-5.19157e-06,0.816306
1709144272101726,-2.29715e-06,-1,-3.61394e-06,0.820786,1.78939e-07,-0.571236,0.571236,-4.27849e-06,0.820786
1709144272111992,-3.10794e-06,-1,-3.57319e-06,0.825245,-5.46766e-07,-0.564775,0.564775,-4.70405e-06,0.825245
1709144272121766,-3.54761e-06,-1,-3.53229e-06,0.829628,-9.71064e-07,-0.558317,0.558317,-4.91118e-06,0.829628
1709144272131810,-4.38313e-06,-1,-3.49147e-06,0.833928,-1.72837e-06,-0.551873,0.551873,-5.33056e-06,0.833928
1709144272142011,-3.39687e-06,-1,-3.44955e-06,0.838282,-9.66715e-07,-0.545237,0.545237,-4.74379e-06,0.838282
1709144272152128,-3.11827e-06,-1,-3.40754e-06,0.84256,-7.92025e-07,-0.538602,0.538602,-4.55057e-06,0.84256
1709144272162249,-3.57074e-06,-1,-3.36533e-06,0.846797,-1.23362e-06,-0.531916,0.531916,-4.74908e-06,0.846797
1709144272171752,-3.60437e-06,-1,-3.32315e-06,0.850947,-1.32164e-06,-0.525252,0.525252,-4.72102e-06,0.850947
1709144272181884,-3.59086e-06,-1,-3.28147e-06,0.854986,-1.3682e-06,-0.518651,0.518651,-4.66801e-06,0.854986
1709144272191952,-3.08583e-06,-1,-3.23895e-06,0.85903,-9.92723e-07,-0.511925,0.511925,-4.36207e-06,0.85903
1709144272202091,-2.13815e-06,-1,-3.19673e-06,0.862966,-2.29965e-07,-0.505262,0.505262,-3.839e-06,0.862966
1709144272212201,-2.97644e-06,-1,-3.15445e-06,0.866855,-1.00745e-06,-0.498561,0.498561,-4.21839e-06,0.866855
1709144272221763,-3.16801e-06,-1,-3.11198e-06,0.87068,-1.22769e-06,-0.49185,0.49185,-4.26772e-06,0.87068
1709144272231989,-3.7912e-06,-1,-3.06928e-06,0.874461,-1.82637e-06,-0.485095,0.485095,-4.52306e-06,0.874461
1709144272242103,-3.16782e-06,-1,-3.02523e-06,0.878288,-1.3358e-06,-0.478133,0.478133,-4.17166e-06,0.878288
1709144272252194,-2.60487e-06,-1,-2.9813e-06,0.882026,-8.92775e-07,-0.4712,0.4712,-3.857e-06,0.882026
1709144272261731,-3.39617e-06,-1,-2.93689e-06,0.885759,-1.64504e-06,-0.464146,0.464146,-4.17769e-06,0.885759
