t,ax,ay,az
1708857848745595,-0.0280762,-1.00879,0.0625
1708857848749512,-0.0280762,-1.04419,0.0737305
1708857848753447,-0.0310059,-1.04419,0.0737305
1708857848757405,-0.032959,-0.987793,0.0754395
1708857848761386,-0.032959,-0.9646,0.0568848
1708857848765290,-0.0422363,-1.0271,0.0568848
1708857848769246,-0.0214844,-1.00854,0.0742188
1708857848773166,-0.0214844,-1.04419,0.0739746
1708857848777158,-0.027832,-0.981689,0.0739746
1708857848781049,-0.0200195,-1.02295,0.0771484
1708857848784992,-0.0200195,-1.00366,0.0673828
1708857848788894,-0.0300293,-1.00366,0.0673828
1708857848792834,-0.0268555,-1.01099,0.0725098
1708857848796763,-0.0268555,-1.01099,0.0595703
1708857848800689,-0.0412598,-1.01855,0.0595703
1708857848804678,-0.0512695,-1.05957,0.0617676
1708857848808575,-0.0512695,-1.05957,0.0654297
1708857848812509,-0.0368652,-1.06299,0.0654297
1708857848816427,-0.0446777,-1.04272,0.0632324
1708857848820378,-0.0446777,-1.04272,0.0620117
1708857848824297,-0.0402832,-1.0896,0.0620117
1708857848828198,-0.0192871,-1.03369,0.0720215
1708857848832134,-0.0192871,-1.03369,0.0639648
1708857848836079,-0.0263672,-1.07642,0.0639648
1708857848840050,-0.0180664,-1.05615,0.0712891
1708857848843978,-0.0180664,-1.05615,0.0810547
1708857848847912,-0.0266113,-1.03174,0.0810547
1708857848851828,-0.0246582,-1.0564,0.0666504
1708857848855760,-0.0246582,-1.0564,0.0666504
1708857848859685,-0.0354004,-1.05957,0.0671387
1708857848863612,-0.0354004,-1.01294,0.0705566
1708857848867552,-0.0297852,-1.01294,0.0705566
1708857848871472,-0.0473633,-1.04517,0.059082
1708857848875420,-0.0473633,-0.980225,0.0678711
1708857848879359,-0.0341797,-0.980225,0.0678711
1708857848883282,-0.043457,-1.01758,0.059082
1708857848887234,-0.043457,-0.962891,0.0620117
1708857848891173,-0.0305176,-0.962891,0.0620117
1708857848895077,-0.0305176,-0.968018,0.0605469
1708857848899015,-0.0305176,-0.947754,0.0644531
1708857848902956,-0.0383301,-1.01025,0.0644531
1708857848906899,-0.0512695,-1.00635,0.064209
1708857848910811,-0.0512695,-1.03906,0.0632324
1708857848914736,-0.0622559,-1.10156,0.0632324
1708857848918657,-0.0671387,-1.07642,0.0693359
1708857848922588,-0.0671387,-1.07642,0.0617676
1708857848926525,-0.048584,-1.0835,0.0617676
1708857848930459,-0.0556641,-1.11646,0.0737305
1708857848934380,-0.0556641,-1.11646,0.0842285
1708857848938313,-0.0217285,-1.05518,0.0842285
1708857848942264,-0.0397949,-1.11279,0.0722656
1708857848946221,-0.0397949,-1.11279,0.0639648
1708857848950196,-0.0412598,-1.03442,0.0639648
1708857848954135,-0.0375977,-1.04541,0.0751953
1708857848958063,-0.0375977,-1.04541,0.0668945
1708857848962001,-0.0556641,-1.04199,0.0668945
1708857848965938,-0.0595703,-0.975342,0.0632324
1708857848969890,-0.0595703,-0.975342,0.0773926
1708857848973831,-0.0668945,-1.04614,0.0773926
1708857848977777,-0.112305,-0.960938,0.067627
1708857848981708,-0.0498047,-0.960938,0.115479
1708857848985664,-0.0588379,-0.963379,0.0529785
1708857848989616,-0.00292969,-0.998047,0.0634766
1708857848993618,-0.0654297,-0.998047,0.0634766
1708857848997498,-0.0703125,-0.964111,0.0664062
1708857849001428,-0.0930176,-1.0166,0.0673828
1708857849005355,-0.0930176,-1.0166,0.0673828
1708857849009296,-0.0952148,-1.05859,0.0671387
1708857849013229,-0.0952148,-1.04663,0.0773926
1708857849017206,-0.0688477,-1.04663,0.0773926
1708857849021109,-0.0893555,-1.08081,0.0637207
1708857849025072,-0.0893555,-1.07642,0.0783691
1708857849029021,-0.0666504,-1.07642,0.0783691
1708857849032918,-0.060791,-1.10889,0.0834961
1708857849036840,-0.060791,-1.09009,0.0739746
1708857849040779,-0.0532227,-1.02759,0.0739746
1708857849044719,-0.0671387,-1.05859,0.0522461
1708857849048660,-0.0671387,-1.01709,0.0617676
1708857849052580,-0.0610352,-1.01709,0.0617676
1708857849056510,-0.0830078,-1.0061,0.0644531
1708857849060513,-0.0830078,-1.04761,0.0610352
1708857849064443,-0.10083,-1.04761,0.0610352
1708857849068377,-0.0930176,-0.97998,0.0686035
1708857849072322,-0.0930176,-0.97998,0.050293
1708857849076290,-0.11792,-1.07935,0.050293
1708857849080205,-0.0854492,-1.0105,0.0634766
1708857849084147,-0.0854492,-1.0105,0.0778809
1708857849088075,-0.0825195,-0.994141,0.0778809
1708857849092012,-0.0620117,-0.970215,0.100342
1708857849095951,-0.0620117,-0.970215,0.0817871
1708857849099878,-0.0910645,-1.0166,0.0817871
1708857849103802,-0.100342,-1.06372,0.0766602
1708857849107728,-0.100342,-1.06372,0.110107
1708857849111692,-0.106445,-1.0188,0.0476074
1708857849115597,-0.104492,-1.00879,0.0551758
1708857849119538,-0.104492,-1.00879,0.0483398
1708857849123466,-0.118652,-1.06079,0.0483398
1708857849127395,-0.123047,-1.09644,0.0737305
1708857849131334,-0.123047,-1.09644,0.120117
1708857849135300,-0.107178,-1.1145,0.0576172
1708857849139192,-0.123779,-1.11475,0.0454102
1708857849143142,-0.123779,-1.11475,0.0454102
1708857849147064,-0.059082,-0.990234,0.0805664
1708857849150996,-0.059082,-1.06372,0.0834961
1708857849154927,-0.0739746,-1.06372,0.0834961
1708857849158866,-0.0808105,-0.946045,0.0822754
1708857849162815,-0.0808105,-0.995605,0.0913086
1708857849166765,-0.104736,-0.995605,0.0913086
1708857849170758,-0.140137,-1.02881,0.0644531
1708857849174686,-0.140137,-1.05273,0.0444336
1708857849178612,-0.182861,-1.05273,0.0444336
1708857849182564,-0.135498,-1.08228,0.0830078
1708857849186521,-0.135498,-1.06763,0.0578613
1708857849190416,-0.138916,-1.00513,0.0578613
1708857849194388,-0.0922852,-0.970459,0.0600586
1708857849198301,-0.0922852,-0.969727,0.0454102
1708857849202222,-0.088623,-1.03223,0.0454102
1708857849206166,-0.110352,-0.989746,0.0563965
1708857849210110,-0.110352,-0.979736,0.0649414
1708857849214043,-0.122559,-1.04224,0.0649414
1708857849217971,-0.150146,-1.04004,0.0651855
1708857849221897,-0.150146,-1.04004,0.0649414
1708857849225848,-0.186768,-1.14087,0.0649414
1708857849229828,-0.148926,-1.05396,0.0876465
1708857849233746,-0.148926,-1.05396,0.0817871
1708857849237664,-0.138428,-1.06445,0.0817871
1708857849241584,-0.138184,-1.02271,0.0610352
1708857849245514,-0.138184,-1.02271,0.0280762
1708857849249465,-0.0910645,-0.929688,0.0905762
1708857849253414,-0.108398,-0.0957031,-0.00415039
1708857849257359,-0.108398,-0.0957031,-0.0444336
1708857849261262,-0.240234,-0.905029,0.0180664
1708857849265221,-0.216553,-1.80908,0.0952148
1708857849269113,-0.279053,-1.80908,0.120361
1708857849273046,-0.185791,-1.51465,0.120361
1708857849276971,-0.187012,-1.05005,0.0861816
1708857849280959,-0.0620117,-1.05005,0.0861816
1708857849284885,0.0373535,-0.966553,0.164307
1708857849288821,0.0373535,-1.09863,0.145996
1708857849292756,-0.0231934,-1.09863,0.145996
1708857849296676,-0.16333,-1.20361,0.0861816
1708857849300611,-0.16333,-1.18091,0.0471191
1708857849304564,-0.246826,-1.18091,0.0471191
1708857849308472,-0.25293,-1.13965,-0.00097656
1708857849312421,-0.25293,-1.02002,-0.043457
1708857849316360,-0.244873,-1.02002,-0.043457
1708857849320286,-0.140625,-0.861084,0.0461426
1708857849324183,-0.140625,-0.813721,0.0439453
1708857849328111,-0.137451,-0.813721,0.0439453
1708857849332077,-0.165771,-0.881592,0.0664062
1708857849336005,-0.165771,-0.932861,0.107178
1708857849339949,-0.19873,-0.995361,0.107178
1708857849343884,-0.239014,-1.11499,0.0646973
1708857849347820,-0.239014,-1.11499,0.101562
1708857849351721,-0.228271,-1.00659,0.101562
1708857849355685,-0.155762,-0.927246,0.161865
1708857849359603,-0.155762,-0.927246,0.114502
1708857849363534,-0.160645,-0.87085,0.114502
1708857849367481,-0.208984,-0.934814,0.0820312
1708857849371426,-0.208984,-0.934814,0.0576172
1708857849375398,-0.251709,-1.07178,0.0576172
1708857849379327,-0.255371,-1.04858,0.0349121
1708857849383259,-0.255371,-1.04858,0.0185547
1708857849387166,-0.243652,-1.04419,0.0185547
1708857849391205,-0.197754,-0.895264,0.0134277
1708857849395151,-0.197754,-0.895264,0.00512695
1708857849399070,-0.147705,-0.895264,0.067627
1708857849403029,-0.130859,-1.01831,-0.00488281
1708857849406961,-0.255859,-1.01831,-0.0605469
1708857849410891,-0.269043,-1.07373,0.0644531
1708857849414806,-0.283447,-1.06299,0.125244
1708857849418726,-0.220947,-1.06299,0.125244
1708857849422775,-0.242432,-0.957764,0.0964355
1708857849426741,-0.212646,-0.940918,0.111816
1708857849430683,-0.212646,-0.940918,0.111816
1708857849434646,-0.20752,-0.956543,0.118164
1708857849438593,-0.20752,-1.04297,0.0915527
1708857849442502,-0.275391,-1.04297,0.0915527
1708857849446432,-0.268066,-1.10645,0.0808105
1708857849450362,-0.268066,-1.06689,0.0571289
1708857849454297,-0.244141,-1.06689,0.0571289
1708857849458220,-0.231201,-0.935791,0.0263672
1708857849462151,-0.231201,-0.918457,0.0397949
1708857849466106,-0.208252,-0.918457,0.0397949
1708857849470043,-0.285156,-0.977539,0.0168457
1708857849474012,-0.285156,-0.95459,0.0429688
1708857849477939,-0.298584,-1.14209,0.0429688
1708857849481863,-0.281006,-1.04541,0.0512695
1708857849485815,-0.281006,-1.05396,0.0522461
1708857849489732,-0.288818,-0.991455,0.0522461
1708857849493668,-0.241943,-0.970215,0.0854492
1708857849497635,-0.241943,-0.963379,0.124268
1708857849501552,-0.269043,-1.02588,0.124268
1708857849505498,-0.272217,-1.13965,0.117188
1708857849509445,-0.272217,-1.13965,0.0820312
1708857849513356,-0.270264,-1.09448,0.0820312
1708857849517309,-0.251465,-0.953857,0.0649414
1708857849521246,-0.251465,-0.953857,0.0678711
1708857849525187,-0.248291,-0.967285,0.0678711
1708857849529151,-0.32251,-1.0481,0.0583496
1708857849533140,-0.32251,-1.0481,0.0605469
1708857849537066,-0.327637,-1.10034,0.0605469
1708857849540988,-0.276611,-0.923828,0.0524902
1708857849544955,-0.276611,-0.923828,0.0512695
1708857849548869,-0.2771,-0.852539,-0.0112305
1708857849552812,-0.277344,-0.810303,0.0144043
1708857849556729,-0.277344,-0.810303,0.012207
1708857849560658,-0.331543,-1.05005,0.074707
1708857849564594,-0.373779,-1.04932,0.0979004
1708857849568523,-0.373779,-1.04932,0.0703125
1708857849572480,-0.324219,-0.944092,0.132812
1708857849576414,-0.321045,-0.918213,0.0554199
1708857849580331,-0.321045,-0.918213,0.0554199
1708857849584270,-0.3479,-0.989502,0.0549316
1708857849588226,-0.3479,-1.09277,0.128174
1708857849592134,-0.32666,-1.09277,0.128174
1708857849596076,-0.288086,-0.938232,0.127197
1708857849600021,-0.288086,-0.900146,0.0366211
1708857849603953,-0.310547,-0.900146,0.0366211
1708857849607905,-0.318359,-0.804443,0.0415039
1708857849611829,-0.318359,-1.0957,0.0270996
1708857849615762,-0.379395,-1.0957,0.0270996
1708857849619695,-0.428467,-1.03345,0.03125
1708857849623631,-0.428467,-1.03369,0.0908203
1708857849627575,-0.333496,-0.846191,0.0908203
1708857849631506,-0.335205,-0.781738,0.0297852
1708857849635463,-0.335205,-0.759521,0.0202637
1708857849639384,-0.399902,-0.884521,0.0202637
1708857849643389,-0.370605,-0.986816,0.115723
1708857849647330,-0.370605,-0.961426,0.109619
1708857849651269,-0.375244,-0.898926,0.109619
1708857849655200,-0.403076,-0.955322,0.0520019
1708857849659147,-0.403076,-0.955322,0.109863
1708857849663090,-0.390137,-0.956543,0.109863
1708857849667018,-0.384521,-1.05664,0.106201
1708857849670955,-0.384521,-1.05664,0.0429688
1708857849674911,-0.379639,-0.943359,0.0429688
1708857849678865,-0.336914,-0.81543,0.0849609
1708857849682845,-0.336914,-0.81543,0.0837402
1708857849686746,-0.346191,-0.816895,0.0837402
1708857849690720,-0.43335,-1.07886,0.0192871
1708857849694652,-0.43335,-1.07886,0.0273438
1708857849698591,-0.436523,-0.929688,0.0273438
1708857849702527,-0.399902,-0.897949,0.0717773
1708857849706472,-0.399902,-0.897949,0.10498
1708857849710400,-0.423096,-0.774414,0.0424805
1708857849714397,-0.377197,-1.0564,0.0690918
1708857849718293,-0.439697,-1.0564,0.0698242
1708857849722268,-0.43457,-0.917236,0.0698242
1708857849726158,-0.434326,-0.785889,0.110107
1708857849730103,-0.371826,-0.785889,0.110107
1708857849734038,-0.393311,-0.851807,0.0644531
1708857849737986,-0.393311,-0.949463,0.0717773
1708857849741943,-0.478271,-0.949463,0.0717773
1708857849745892,-0.389893,-0.934326,0.140869
1708857849749842,-0.389893,-0.799316,0.065918
1708857849753885,-0.421875,-0.799316,0.065918
1708857849757810,-0.407471,-0.787842,0.0454102
1708857849761739,-0.407471,-0.975586,0.0102539
1708857849765710,-0.493164,-0.975586,0.0102539
1708857849769619,-0.453857,-0.925049,0.101562
1708857849773563,-0.453857,-0.842529,0.0725098
1708857849777514,-0.422852,-0.842529,0.0725098
1708857849781478,-0.483398,-0.806152,-0.0151367
1708857849785394,-0.483398,-0.765137,0.0695801
1708857849789348,-0.462158,-0.890137,0.0695801
1708857849793281,-0.453613,-0.974121,0.0874023
1708857849797249,-0.453613,-0.960449,0.0881348
1708857849801203,-0.459473,-0.772949,0.0881348
1708857849805145,-0.462646,-0.826904,0.0664062
1708857849809070,-0.462646,-0.825684,0.122559
1708857849813017,-0.464111,-0.825684,0.122559
1708857849816962,-0.498047,-0.932617,0.0847168
1708857849820911,-0.498047,-0.932617,0.0544434
1708857849824847,-0.500732,-0.855225,0.0544434
1708857849828784,-0.479492,-0.78125,0.0898438
1708857849832727,-0.479492,-0.78125,0.0942383
1708857849836673,-0.476562,-0.773438,0.0942383
1708857849840610,-0.530029,-0.968018,0.0361328
1708857849844542,-0.530029,-0.968018,0.0314941
1708857849848483,-0.51123,-0.814697,0.0314941
1708857849852426,-0.498291,-0.823486,0.0378418
1708857849856358,-0.498291,-0.823486,0.0202637
1708857849860309,-0.496826,-0.708984,0.0827637
1708857849864362,-0.540771,-0.948975,0.0771484
1708857849868270,-0.540771,-0.948975,0.0717773
1708857849872219,-0.574219,-0.893799,0.00927734
1708857849876205,-0.604248,-0.683594,0.117676
1708857849880111,-0.479248,-0.683594,0.0908203
1708857849884047,-0.48877,-0.734619,0.0908203
1708857849887989,-0.458496,-0.900391,0.0595703
1708857849891916,-0.583496,-0.900391,0.0595703
1708857849895856,-0.51001,-0.833496,0.125977
1708857849899800,-0.527832,-0.748779,0.0908203
1708857849903748,-0.527832,-0.748779,0.0908203
1708857849907681,-0.525146,-0.710205,0.0322266
1708857849911604,-0.525146,-0.914795,0.0344238
1708857849915536,-0.603027,-0.914795,0.0344238
1708857849919506,-0.543457,-0.848389,0.119629
1708857849923415,-0.543457,-0.719727,0.0786133
1708857849927367,-0.51709,-0.719727,0.0786133
1708857849931306,-0.566162,-0.779541,-0.0109863
1708857849935258,-0.566162,-0.833984,0.0307617
1708857849939180,-0.586182,-0.833984,0.0307617
1708857849943130,-0.556396,-0.864258,0.0964355
1708857849947076,-0.556396,-0.82959,0.0725098
1708857849951031,-0.553955,-0.70459,0.0725098
1708857849954980,-0.578613,-0.77832,0.0441894
1708857849958919,-0.578613,-0.7854,0.0834961
1708857849962900,-0.586182,-0.7854,0.0834961
1708857849966879,-0.57959,-0.825684,0.095459
1708857849970837,-0.57959,-0.859131,0.046875
1708857849974803,-0.588379,-0.796631,0.046875
1708857849978765,-0.589844,-0.748535,0.0725098
1708857849982722,-0.589844,-0.714111,0.151855
1708857849986669,-0.550781,-0.714111,0.151855
1708857849990587,-0.615967,-0.885742,0.0559082
1708857849994573,-0.615967,-0.885742,-0.00463867
1708857849998466,-0.622803,-0.765869,-0.00463867
1708857850002457,-0.57959,-0.711426,0.0637207
1708857850006356,-0.57959,-0.711426,0.124268
1708857850010297,-0.541504,-0.642578,0.124268
1708857850014269,-0.668213,-0.879395,0.0258789
1708857850018192,-0.668213,-0.879395,0.0231934
1708857850022143,-0.658691,-0.860107,0.0231934
1708857850026072,-0.569824,-0.677734,0.0964355
1708857850030010,-0.569824,-0.677734,0.122803
1708857850033936,-0.590332,-0.647705,0.0603027
1708857850037903,-0.588867,-0.876709,0.0705566
1708857850041850,-0.651367,-0.876709,0.11377
1708857850045783,-0.623291,-0.824707,0.11377
1708857850049758,-0.592529,-0.699707,0.113281
1708857850053664,-0.592529,-0.699707,0.0751953
1708857850057609,-0.645508,-0.722656,0.0126953
1708857850061573,-0.683838,-0.853027,0.0627441
1708857850065525,-0.683838,-0.853027,0.0627441
1708857850069430,-0.618164,-0.818359,0.140625
1708857850073359,-0.618164,-0.643311,0.10498
1708857850077296,-0.585205,-0.643311,0.10498
1708857850081234,-0.635742,-0.710449,-0.0129394
1708857850085251,-0.635742,-0.758545,0.00585938
1708857850089189,-0.708008,-0.758545,0.00585938
1708857850093126,-0.609375,-0.766357,0.140381
1708857850097046,-0.609375,-0.60083,0.0632324
1708857850100973,-0.662598,-0.60083,0.0632324
1708857850104919,-0.692383,-0.707275,0.0148926
1708857850108854,-0.692383,-0.692627,0.0715332
1708857850112809,-0.680176,-0.692627,0.0715332
1708857850116743,-0.663086,-0.711182,0.103271
1708857850120687,-0.663086,-0.712891,0.0576172
1708857850124626,-0.676025,-0.650391,0.0576172
1708857850128583,-0.685547,-0.65918,0.0773926
1708857850132537,-0.685547,-0.679443,0.148193
1708857850136497,-0.665527,-0.679443,0.148193
1708857850140408,-0.682861,-0.749023,0.060791
1708857850144349,-0.682861,-0.749023,0.0324707
1708857850148290,-0.697754,-0.656982,0.0324707
1708857850152234,-0.700684,-0.653809,0.0517578
1708857850156172,-0.700684,-0.653809,0.165283
1708857850160112,-0.625732,-0.591309,0.165283
1708857850164060,-0.73999,-0.789551,0.0202637
1708857850168006,-0.73999,-0.789551,-0.0180664
1708857850171953,-0.745117,-0.727783,-0.0180664
1708857850175935,-0.668945,-0.552734,0.0966797
1708857850179886,-0.668945,-0.552734,0.0759277
1708857850183838,-0.634521,-0.555664,0.138428
1708857850187728,-0.780273,-0.817627,0.0200195
1708857850191660,-0.780273,-0.817627,0.0478516
1708857850195694,-0.72168,-0.687256,0.0478516
1708857850199641,-0.709473,-0.562988,0.11792
1708857850203587,-0.646973,-0.562988,0.121826
1708857850207566,-0.701904,-0.533447,0.0593262
1708857850211476,-0.732422,-0.799316,0.0620117
1708857850215410,-0.794922,-0.799316,0.0112305
1708857850219338,-0.724854,-0.711426,0.13623
1708857850223281,-0.731445,-0.507568,0.0881348
1708857850227254,-0.668945,-0.507568,0.0881348
1708857850231171,-0.757324,-0.621338,-0.0170898
1708857850235102,-0.757324,-0.726074,0.0627441
1708857850239044,-0.774414,-0.726074,0.0627441
1708857850243002,-0.695312,-0.70459,0.143799
1708857850246911,-0.695312,-0.51709,0.0195312
1708857850250887,-0.73584,-0.51709,0.0195312
1708857850254792,-0.725342,-0.601562,0.0185547
1708857850258729,-0.725342,-0.622803,0.0419922
1708857850262666,-0.799561,-0.622803,0.0419922
1708857850266631,-0.731934,-0.697754,0.126465
1708857850270560,-0.731934,-0.697021,0.0307617
1708857850274512,-0.766113,-0.634521,0.0307617
1708857850278429,-0.769531,-0.556885,0.03125
1708857850282393,-0.769531,-0.555908,0.164795
1708857850286381,-0.694824,-0.555908,0.164795
1708857850290380,-0.798828,-0.729004,0.0876465
1708857850294326,-0.798828,-0.728271,0.0305176
1708857850298284,-0.796387,-0.665771,0.0305176
1708857850302231,-0.777588,-0.605713,0.0537109
1708857850306165,-0.777588,-0.613037,0.182861
1708857850310106,-0.676758,-0.488037,0.182861
1708857850314073,-0.792969,-0.715088,0.0551758
1708857850318023,-0.792969,-0.715088,-0.00390625
1708857850321953,-0.825684,-0.675537,-0.00390625
1708857850325896,-0.711426,-0.520996,0.0771484
1708857850329842,-0.711426,-0.520996,0.0683594
1708857850333792,-0.740479,-0.453857,0.0683594
1708857850337755,-0.81665,-0.724365,0.0705566
1708857850341666,-0.81665,-0.724365,0.060791
1708857850345592,-0.803223,-0.645996,0.060791
1708857850349538,-0.73291,-0.47168,0.0686035
1708857850353477,-0.73291,-0.47168,0.102539
1708857850357463,-0.741943,-0.405762,0.0400391
1708857850361367,-0.726807,-0.668701,0.0710449
1708857850365290,-0.851807,-0.668701,0.0629883
1708857850369221,-0.811035,-0.630127,0.125488
1708857850373170,-0.807617,-0.458252,0.101562
1708857850377092,-0.745117,-0.458252,0.117432
1708857850381042,-0.828613,-0.458984,-0.00756836
1708857850384972,-0.848145,-0.593018,0.0620117
1708857850388926,-0.848145,-0.593018,0.0620117
1708857850392851,-0.754639,-0.592529,0.161865
1708857850396870,-0.752197,-0.446289,0.0478516
1708857850400811,-0.814697,-0.446289,0.0478516
1708857850404757,-0.827637,-0.499756,-0.00024414
1708857850408705,-0.827637,-0.518799,0.0822754
1708857850412658,-0.831787,-0.518799,0.0822754
1708857850416602,-0.798096,-0.586426,0.108154
1708857850420559,-0.798096,-0.506836,0.00585938
1708857850424492,-0.830811,-0.506836,0.00585938
1708857850428448,-0.822998,-0.470459,0.0268555
1708857850432376,-0.822998,-0.458008,0.103027
1708857850436304,-0.802246,-0.458008,0.103027
1708857850440264,-0.848389,-0.602539,0.0983887
1708857850444210,-0.848389,-0.604736,0.0500488
1708857850448157,-0.861084,-0.542236,0.0500488
1708857850452073,-0.844971,-0.454346,0.0439453
1708857850456023,-0.844971,-0.490479,0.163818
1708857850459998,-0.769531,-0.365479,0.163818
1708857850463912,-0.865723,-0.59375,0.0651855
1708857850467858,-0.865723,-0.605957,0.048584
1708857850471799,-0.871338,-0.543457,0.048584
1708857850475727,-0.810303,-0.427734,0.0837402
1708857850479662,-0.810303,-0.427734,0.107178
1708857850483612,-0.798584,-0.325195,0.107178
1708857850487549,-0.89502,-0.589355,0.0437012
1708857850491494,-0.89502,-0.589355,0.0461426
1708857850495425,-0.840332,-0.509766,0.0461426
1708857850499376,-0.825439,-0.406738,0.0632324
1708857850503315,-0.825439,-0.406738,0.065918
1708857850507335,-0.804932,-0.29834,0.065918
1708857850511276,-0.891357,-0.568604,0.0834961
1708857850515217,-0.891357,-0.568604,0.0737305
1708857850519190,-0.880371,-0.521484,0.0737305
1708857850523107,-0.817627,-0.377686,0.0664062
1708857850527047,-0.817627,-0.377686,0.09375
1708857850530966,-0.840332,-0.336914,0.03125
1708857850534907,-0.828613,-0.508545,0.109375
1708857850538852,-0.891113,-0.508545,0.0656738
1708857850542800,-0.83252,-0.529297,0.128174
1708857850546747,-0.872559,-0.36792,0.0380859
1708857850550736,-0.872559,-0.36792,0.0380859
1708857850554670,-0.880615,-0.406738,-0.00341797
1708857850558608,-0.876709,-0.44873,0.131104
1708857850562532,-0.876709,-0.44873,0.131104
1708857850566512,-0.845215,-0.499512,0.128418
1708857850570404,-0.845215,-0.406982,-0.00756836
1708857850574356,-0.906982,-0.406982,-0.00756836
1708857850578294,-0.883789,-0.414307,0.0285645
1708857850582230,-0.883789,-0.351074,0.116699
1708857850586172,-0.855225,-0.351074,0.116699
1708857850590123,-0.894043,-0.509277,0.100342
1708857850594087,-0.894043,-0.419678,0.0290527
1708857850597999,-0.901367,-0.419678,0.0290527
1708857850601945,-0.896729,-0.395264,0.0490723
1708857850605908,-0.896729,-0.394287,0.131104
1708857850609816,-0.840088,-0.269287,0.131104
1708857850613758,-0.914795,-0.508545,0.0949707
1708857850617777,-0.914795,-0.549072,0.0495606
1708857850621713,-0.911865,-0.424072,0.0495606
